player;team;season;league;fbref_standard_nation;fbref_standard_pos;fbref_standard_age;fbref_standard_born;fbref_standard_playing_time_mp;fbref_standard_playing_time_starts;fbref_standard_playing_time_min;fbref_standard_playing_time_90s;fbref_standard_performance_gls;fbref_standard_performance_ast;fbref_standard_performance_g_plus_a;fbref_standard_performance_g_pk;fbref_standard_performance_pk;fbref_standard_performance_pkatt;fbref_standard_performance_crdy;fbref_standard_performance_crdr;fbref_standard_per_90_minutes_gls;fbref_standard_per_90_minutes_ast;fbref_standard_per_90_minutes_g_plus_a;fbref_standard_per_90_minutes_g_pk;fbref_standard_per_90_minutes_g_plus_a_pk;fbref_shooting_nation;fbref_shooting_pos;fbref_shooting_age;fbref_shooting_born;fbref_shooting_90s;fbref_shooting_standard_gls;fbref_shooting_standard_sh;fbref_shooting_standard_sot;fbref_shooting_standard_sotpct;fbref_shooting_standard_sh_per_90;fbref_shooting_standard_sot_per_90;fbref_shooting_standard_g_per_sh;fbref_shooting_standard_g_per_sot;fbref_shooting_standard_pk;fbref_shooting_standard_pkatt;fbref_playing_time_nation;fbref_playing_time_pos;fbref_playing_time_age;fbref_playing_time_born;fbref_playing_time_playing_time_mp;fbref_playing_time_playing_time_min;fbref_playing_time_playing_time_mn_per_mp;fbref_playing_time_playing_time_minpct;fbref_playing_time_playing_time_90s;fbref_playing_time_starts_starts;fbref_playing_time_starts_mn_per_start;fbref_playing_time_starts_compl;fbref_playing_time_subs_subs;fbref_playing_time_subs_mn_per_sub;fbref_playing_time_subs_unsub;fbref_playing_time_team_success_ppm;fbref_playing_time_team_success_ong;fbref_playing_time_team_success_onga;fbref_playing_time_team_success_plus_minus;fbref_playing_time_team_success_plus_minus90;fbref_playing_time_team_success_on_off;fbref_misc_nation;fbref_misc_pos;fbref_misc_age;fbref_misc_born;fbref_misc_90s;fbref_misc_performance_crdy;fbref_misc_performance_crdr;fbref_misc_performance_2crdy;fbref_misc_performance_fls;fbref_misc_performance_fld;fbref_misc_performance_off;fbref_misc_performance_crs;fbref_misc_performance_int;fbref_misc_performance_tklw;fbref_misc_performance_og;fbref_keeper_nation;fbref_keeper_pos;fbref_keeper_age;fbref_keeper_born;fbref_keeper_playing_time_mp;fbref_keeper_playing_time_starts;fbref_keeper_playing_time_min;fbref_keeper_playing_time_90s;fbref_keeper_performance_ga;fbref_keeper_performance_ga90;fbref_keeper_performance_sota;fbref_keeper_performance_saves;fbref_keeper_performance_savepct;fbref_keeper_performance_w;fbref_keeper_performance_d;fbref_keeper_performance_l;fbref_keeper_performance_cs;fbref_keeper_performance_cspct;fbref_keeper_penalty_kicks_pkatt;fbref_keeper_penalty_kicks_pka;fbref_keeper_penalty_kicks_pksv;fbref_keeper_penalty_kicks_pkm;fbref_keeper_penalty_kicks_savepct
Shaqueel Van Persie;Feyenoord;2526;NED-Eredivisie;NED;FW;18;2006;3;0;39;0,4;2;0;2;2;0;0;1;0;4,62;0,0;4,62;4,62;4,62;NED;FW;18;2006;0,4;2;2;2;100,0;4,62;4,62;1,0;1,0;0;0;NED;FW;18;2006;3;39;13;1,3;0,4;0;;0;3;13;4;2,0;3;3;0;0,0;-0,77;NED;FW;18;2006;0,4;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;
Steven Benda;Feyenoord;2526;NED-Eredivisie;GER;GK;26;1998;1;1;90;1,0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;GER;GK;26;1998;1,0;0;0;0;;0,0;0,0;;;0;0;GER;GK;26;1998;1;90;90;2,9;1,0;1;90;1;0;;12;3,0;1;0;1;1,0;0,24;GER;GK;26;1998;1,0;0;0;0;0;0;0;0;0;0;0;GER;GK;26;1998;1;1;90;1,0;0;0,0;0;0;;1;0;0;1;100,0;0;0;0;0;
Thijs Kraaijeveld;Feyenoord;2526;NED-Eredivisie;NED;MF,DF;18;2007;15;8;745;8,3;0;0;0;0;0;0;2;0;0,0;0,0;0,0;0,0;0,0;NED;MF,DF;18;2007;8,3;0;6;0;0,0;0,72;0,0;0,0;;0;0;NED;MF,DF;18;2007;15;745;50;24,3;8,3;8;75;2;7;21;8;1,93;13;6;7;0,85;0,11;NED;MF,DF;18;2007;8,3;2;0;0;7;4;0;1;10;11;0;;;;;;;;;;;;;;;;;;;;;;;
Timon Wellenreuther;Feyenoord;2526;NED-Eredivisie;GER;GK;29;1995;33;33;2970;33,0;0;0;0;0;0;0;6;0;0,0;0,0;0,0;0,0;0,0;GER;GK;29;1995;33,0;0;0;0;;0,0;0,0;;;0;0;GER;GK;29;1995;33;2970;90;97,1;33,0;33;90;33;0;;0;1,88;69;44;25;0,76;-0,24;GER;GK;29;1995;33,0;6;0;0;1;14;0;0;1;0;0;GER;GK;29;1995;33;33;2970;33,0;44;1,33;133;89;66,9;18;8;7;9;27,3;3;3;0;0;0,0
Tobias Elshout Van Den;Feyenoord;2526;NED-Eredivisie;NED;MF,FW;18;2007;11;4;366;4,1;0;1;1;0;0;0;0;0;0,0;0,25;0,25;0,0;0,25;NED;MF,FW;18;2007;4,1;0;10;2;20,0;2,46;0,49;0,0;0,0;0;0;NED;MF,FW;18;2007;11;366;33;12,0;4,1;4;72;0;7;11;7;2,0;7;2;5;1,23;0,53;NED;MF,FW;18;2007;4,1;0;0;0;5;7;0;5;2;5;0;;;;;;;;;;;;;;;;;;;;;;;
Tsuyoshi Watanabe;Feyenoord;2526;NED-Eredivisie;JPN;DF;28;1997;30;30;2634;29,3;2;0;2;2;0;0;1;0;0,07;0,0;0,07;0,07;0,07;JPN;DF;28;1997;29,3;2;23;10;43,5;0,79;0,34;0,09;0,2;0;0;JPN;DF;28;1997;30;2634;88;86,1;29,3;30;88;27;0;;0;1,87;57;38;19;0,65;-0,83;JPN;DF;28;1997;29,3;1;0;0;22;15;0;4;29;22;0;;;;;;;;;;;;;;;;;;;;;;;
Alen Halilović;Fortuna Sittard;2526;NED-Eredivisie;CRO;MF;29;1996;5;0;35;0,4;0;1;1;0;0;0;0;0;0,0;2,57;2,57;0,0;2,57;CRO;MF;29;1996;0,4;0;1;0;0,0;2,57;0,0;0,0;;0;0;CRO;MF;29;1996;5;35;7;1,1;0,4;0;;0;5;7;7;0,8;1;1;0;0,0;0,42;CRO;MF;29;1996;0,4;0;0;0;1;4;0;5;1;1;0;;;;;;;;;;;;;;;;;;;;;;;
Alhaji Bah;Fortuna Sittard;2526;NED-Eredivisie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MF;;;0;;;;;0;;0;0;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amin Laoukili;Fortuna Sittard;2526;NED-Eredivisie;NED;MF;20;2005;1;0;3;0,0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;NED;MF;20;2005;0,0;0;1;1;100,0;30,0;30,0;0,0;0,0;0;0;NED;MF;20;2005;1;3;3;0,1;0,0;0;;0;1;3;3;1,0;1;0;1;30,0;30,44;NED;MF;20;2005;0,0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Daan Bisschops;Fortuna Sittard;2526;NED-Eredivisie;NED;DF;20;2005;1;1;89;1,0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;NED;DF;20;2005;1,0;0;0;0;;0,0;0,0;;;0;0;NED;DF;20;2005;1;89;89;2,9;1,0;1;89;0;0;;1;3,0;3;1;2;2,02;2,51;NED;DF;20;2005;1,0;0;0;0;1;1;0;1;2;0;0;;;;;;;;;;;;;;;;;;;;;;;
Dimitris Limnios;Fortuna Sittard;2526;NED-Eredivisie;GRE;MF,FW;27;1998;34;28;2166;24,1;2;6;8;2;0;0;1;0;0,08;0,25;0,33;0,08;0,33;GRE;MF,FW;27;1998;24,1;2;25;11;44,0;1,04;0,46;0,08;0,18;0;0;GRE;MF,FW;27;1998;34;2166;64;70,8;24,1;28;74;9;6;15;0;1,15;34;39;-5;-0,21;0,7;GRE;MF,FW;27;1998;24,1;1;0;0;16;34;9;80;9;18;0;;;;;;;;;;;;;;;;;;;;;;;
Edouard Michut;Fortuna Sittard;2526;NED-Eredivisie;FRA;MF;22;2003;20;17;1591;17,7;0;0;0;0;0;0;4;0;0,0;0,0;0,0;0,0;0,0;FRA;MF;22;2003;17,7;0;17;2;11,8;0,96;0,11;0,0;0,0;0;0;FRA;MF;22;2003;20;1591;80;52,0;17,7;17;89;11;3;26;0;1,1;24;33;-9;-0,51;-0,2;FRA;MF;22;2003;17,7;4;0;0;35;47;0;12;34;29;0;;;;;;;;;;;;;;;;;;;;;;;
Gani Büyükhan;Fortuna Sittard;2526;NED-Eredivisie;NED;MF;15;2009;1;0;1;0,0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;NED;MF;15;2009;0,0;0;0;0;;0,0;0,0;;;0;0;NED;MF;15;2009;1;1;1;0,0;0,0;0;;0;1;1;1;3,0;0;0;0;0,0;0,41;NED;MF;15;2009;0,0;0;0;0;0;0;0;0;1;1;0;;;;;;;;;;;;;;;;;;;;;;;
Hasip Korkmazyürek;Fortuna Sittard;2526;NED-Eredivisie;GER;MF;22;2003;1;0;1;0,0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;GER;MF;22;2003;0,0;0;0;0;;0,0;0,0;;;0;0;GER;MF;22;2003;1;1;1;0,0;0,0;0;;0;1;1;3;3,0;0;0;0;0,0;0,41;GER;MF;22;2003;0,0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Houboulang Mendes;Fortuna Sittard;2526;NED-Eredivisie;GNB;DF;27;1998;6;0;91;1,0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;GNB;DF;27;1998;1,0;0;1;0;0,0;0,99;0,0;0,0;;0;0;GNB;DF;27;1998;6;91;15;3,0;1,0;0;;0;6;15;6;1,5;3;1;2;1,98;2,46;GNB;DF;27;1998;1,0;0;0;0;2;1;1;6;0;2;0;;;;;;;;;;;;;;;;;;;;;;;
Ivo Pinto;Fortuna Sittard;2526;NED-Eredivisie;POR;DF;35;1990;28;24;2037;22,6;0;5;5;0;0;0;3;1;0,0;0,22;0,22;0,0;0,22;POR;DF;35;1990;22,6;0;4;0;0,0;0,18;0,0;0,0;;0;0;POR;DF;35;1990;28;2037;73;66,6;22,6;24;80;10;4;31;1;1,14;35;44;-9;-0,4;0,04;POR;DF;35;1990;22,6;3;1;0;18;16;1;63;15;34;0;;;;;;;;;;;;;;;;;;;;;;;
Iván Márquez;Fortuna Sittard;2526;NED-Eredivisie;ESP;DF;31;1994;32;28;2501;27,8;1;0;1;1;0;0;4;0;0,04;0,0;0,04;0,04;0,04;ESP;DF;31;1994;27,8;1;13;3;23,1;0,47;0,11;0,08;0,33;0;0;ESP;DF;31;1994;32;2501;78;81,7;27,8;28;87;22;4;19;0;1,13;42;54;-12;-0,43;-0,11;ESP;DF;31;1994;27,8;4;0;0;32;12;1;0;28;25;0;;;;;;;;;;;;;;;;;;;;;;;
Jasper Dahlhaus;Fortuna Sittard;2526;NED-Eredivisie;NED;DF;23;2001;26;25;2115;23,5;0;1;1;0;0;0;5;0;0,0;0,04;0,04;0,0;0,04;NED;DF;23;2001;23,5;0;13;3;23,1;0,55;0,13;0,0;0,0;0;0;NED;DF;23;2001;26;2115;81;69,1;23,5;25;84;19;1;6;0;1,08;32;41;-9;-0,38;0,09;NED;DF;23;2001;23,5;5;0;0;27;14;0;45;47;21;0;;;;;;;;;;;;;;;;;;;;;;;
Justin Hubner;Fortuna Sittard;2526;NED-Eredivisie;IDN;DF,MF;21;2003;25;15;1495;16,6;2;1;3;2;0;0;7;1;0,12;0,06;0,18;0,12;0,18;IDN;DF,MF;21;2003;16,6;2;12;4;33,3;0,72;0,24;0,17;0,5;0;0;IDN;DF,MF;21;2003;25;1495;60;48,9;16,6;15;84;13;10;23;5;1,28;27;34;-7;-0,42;-0,02;IDN;DF,MF;21;2003;16,6;7;1;0;24;10;1;8;27;18;0;;;;;;;;;;;;;;;;;;;;;;;
Justin Lonwijk;Fortuna Sittard;2526;NED-Eredivisie;SUR;MF;25;1999;15;12;900;10,0;4;0;4;4;0;0;1;0;0,4;0,0;0,4;0,4;0,4;SUR;MF;25;1999;10,0;4;15;5;33,3;1,5;0,5;0,27;0,8;0;0;SUR;MF;25;1999;15;900;60;29,4;10,0;12;70;2;3;22;1;1,27;12;17;-5;-0,5;-0,13;SUR;MF;25;1999;10,0;1;0;0;16;14;4;7;11;17;0;;;;;;;;;;;;;;;;;;;;;;;
Kaj Sierhuis;Fortuna Sittard;2526;NED-Eredivisie;NED;FW;27;1998;30;25;1986;22,1;12;1;13;12;0;0;3;0;0,54;0,05;0,59;0,54;0,59;NED;FW;27;1998;22,1;12;79;31;39,2;3,58;1,4;0,15;0,39;0;0;NED;FW;27;1998;30;1986;66;64,9;22,1;25;74;5;5;25;0;1,07;33;38;-5;-0,23;0,53;NED;FW;27;1998;22,1;3;0;0;28;26;14;8;5;8;0;;;;;;;;;;;;;;;;;;;;;;;
Kristoffer Peterson;Fortuna Sittard;2526;NED-Eredivisie;SWE;MF,FW;30;1994;34;20;1689;18,8;3;2;5;3;0;0;2;0;0,16;0,11;0,27;0,16;0,27;SWE;MF,FW;30;1994;18,8;3;49;15;30,6;2,61;0,8;0,06;0,2;0;0;SWE;MF,FW;30;1994;34;1689;50;55,2;18,8;20;68;3;14;24;0;1,15;21;35;-14;-0,75;-0,75;SWE;MF,FW;30;1994;18,8;2;0;0;16;32;3;107;6;7;0;;;;;;;;;;;;;;;;;;;;;;;
Lance Duijvestijn;Fortuna Sittard;2526;NED-Eredivisie;NED;MF;26;1999;15;15;1249;13,9;3;2;5;3;0;0;1;0;0,22;0,14;0,36;0,22;0,36;NED;MF;26;1999;13,9;3;26;10;38,5;1,87;0,72;0,12;0,3;0;0;NED;MF;26;1999;15;1249;83;40,8;13,9;15;83;5;0;;0;1,13;20;26;-6;-0,43;-0,03;NED;MF;26;1999;13,9;1;0;0;13;10;2;18;12;17;0;;;;;;;;;;;;;;;;;;;;;;;
Lars Van Parys;Fortuna Sittard;2526;NED-Eredivisie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BEL;GK;18;2006;0;;;;;0;;0;0;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Luka Tunjić;Fortuna Sittard;2526;NED-Eredivisie;CRO;MF;19;2005;16;3;391;4,3;2;0;2;2;0;0;1;0;0,46;0,0;0,46;0,46;0,46;CRO;MF;19;2005;4,3;2;9;2;22,2;2,07;0,46;0,22;1,0;0;0;CRO;MF;19;2005;16;391;24;12,8;4,3;3;73;1;13;13;4;1,13;9;7;2;0,46;1,0;CRO;MF;19;2005;4,3;1;0;0;2;11;0;20;1;9;0;;;;;;;;;;;;;;;;;;;;;;;
Luuk Koopmans;Fortuna Sittard;2526;NED-Eredivisie;NED;GK;31;1993;10;10;900;10,0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;NED;GK;31;1993;10,0;0;0;0;;0,0;0,0;;;0;0;NED;GK;31;1993;10;900;90;29,4;10,0;10;90;10;0;;23;1,1;14;21;-7;-0,7;-0,41;NED;GK;31;1993;10,0;0;0;0;0;2;0;0;0;0;0;NED;GK;31;1993;10;10;900;10,0;21;2,1;54;33;61,1;3;2;5;0;0,0;0;0;0;0;
Makan Aiko;Fortuna Sittard;2526;NED-Eredivisie;FRA;FW;24;2001;13;3;460;5,1;2;2;4;2;0;0;2;0;0,39;0,39;0,78;0,39;0,78;FRA;FW;24;2001;5,1;2;12;3;25,0;2,35;0,59;0,17;0,67;0;0;FRA;FW;24;2001;13;460;35;15,0;5,1;3;67;0;10;26;1;1,08;8;6;2;0,39;0,95;FRA;FW;24;2001;5,1;2;0;0;7;10;2;23;3;4;0;;;;;;;;;;;;;;;;;;;;;;;
Marko Kerkez;Fortuna Sittard;2526;NED-Eredivisie;SRB;DF;25;2000;3;0;6;0,1;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;SRB;DF;25;2000;0,1;0;0;0;;0,0;0,0;;;0;0;SRB;DF;25;2000;3;6;2;0,2;0,1;0;;0;3;2;12;3,0;1;0;1;15,0;15,44;SRB;DF;25;2000;0,1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Mattijs Branderhorst;Fortuna Sittard;2526;NED-Eredivisie;NED;GK;31;1993;24;24;2160;24,0;0;0;0;0;0;0;3;0;0,0;0,0;0,0;0,0;0,0;NED;GK;31;1993;24,0;0;0;0;;0,0;0,0;;;0;0;NED;GK;31;1993;24;2160;90;70,6;24,0;24;90;24;0;;0;1,17;35;42;-7;-0,29;0,41;NED;GK;31;1993;24,0;3;0;0;1;0;0;0;0;0;0;NED;GK;31;1993;24;24;2160;24,0;42;1,75;136;94;69,1;8;4;12;3;12,5;2;1;1;0;50,0
Mohammed Ihattaren;Fortuna Sittard;2526;NED-Eredivisie;NED;MF,FW;23;2002;28;23;1930;21,4;6;10;16;3;3;3;4;0;0,28;0,47;0,75;0,14;0,61;NED;MF,FW;23;2002;21,4;6;69;34;49,3;3,22;1,59;0,09;0,18;3;3;NED;MF,FW;23;2002;28;1930;69;63,1;21,4;23;75;5;5;41;0;1,14;36;41;-5;-0,23;0,48;NED;MF,FW;23;2002;21,4;4;0;0;10;21;4;124;11;8;0;;;;;;;;;;;;;;;;;;;;;;;
Moussa Gbemou;Fortuna Sittard;2526;NED-Eredivisie;BEL;MF;17;2007;3;0;34;0,4;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;BEL;MF;17;2007;0,4;0;0;0;;0,0;0,0;;;0;0;BEL;MF;17;2007;3;34;11;1,1;0,4;0;;0;3;11;16;2,0;2;1;1;2,65;3,09;BEL;MF;17;2007;0,4;0;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;;;;;;;;;;;;
Neraysho Kasanwirjo;Fortuna Sittard;2526;NED-Eredivisie;NED;DF,MF;23;2002;16;14;1320;14,7;0;2;2;0;0;0;1;0;0,0;0,14;0,14;0,0;0,14;NED;DF,MF;23;2002;14,7;0;7;1;14,3;0,48;0,07;0,0;0,0;0;0;NED;DF,MF;23;2002;16;1320;83;43,1;14,7;14;90;13;2;32;0;1,13;19;29;-10;-0,68;-0,47;NED;DF,MF;23;2002;14,7;1;0;0;10;17;0;10;22;12;0;;;;;;;;;;;;;;;;;;;;;;;
Nick Marsman;Fortuna Sittard;2526;NED-Eredivisie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NED;GK;34;1990;0;;;;;0;;0;0;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Niels Martens;Fortuna Sittard;2526;NED-Eredivisie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NED;GK;21;2004;0;;;;;0;;0;0;;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Owen Johnson;Fortuna Sittard;2526;NED-Eredivisie;NED;FW;19;2005;4;0;17;0,2;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;NED;FW;19;2005;0,2;0;0;0;;0,0;0,0;;;0;0;NED;FW;19;2005;4;17;4;0,6;0,2;0;;0;4;4;2;0,25;0;1;-1;-5,29;-4,91;NED;FW;19;2005;0,2;0;0;0;1;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Paul Gladon;Fortuna Sittard;2526;NED-Eredivisie;NED;FW;33;1992;31;5;988;11,0;5;1;6;5;0;0;2;1;0,46;0,09;0,55;0,46;0,55;NED;FW;33;1992;11,0;5;31;11;35,5;2,82;1,0;0,16;0,45;0;0;NED;FW;33;1992;31;988;32;32,3;11,0;5;84;4;26;22;0;1,16;16;21;-5;-0,46;-0,06;NED;FW;33;1992;11,0;2;1;0;35;14;8;5;0;6;0;;;;;;;;;;;;;;;;;;;;;;;
Philip Brittijn;Fortuna Sittard;2526;NED-Eredivisie;NED;MF;21;2004;32;28;2401;26,7;4;1;5;4;0;0;10;0;0,15;0,04;0,19;0,15;0,19;NED;MF;21;2004;26,7;4;16;6;37,5;0,6;0,22;0,25;0,67;0;0;NED;MF;21;2004;32;2401;75;78,5;26,7;28;82;16;4;24;0;1,09;38;46;-8;-0,3;0,52;NED;MF;21;2004;26,7;10;0;0;43;17;2;6;43;46;0;;;;;;;;;;;;;;;;;;;;;;;
Ryan Fosso;Fortuna Sittard;2526;NED-Eredivisie;SUI;MF,DF;23;2002;17;17;1511;16,8;0;1;1;0;0;0;4;0;0,0;0,06;0,06;0,0;0,06;SUI;MF,DF;23;2002;16,8;0;11;1;9,1;0,66;0,06;0,0;0,0;0;0;SUI;MF,DF;23;2002;17;1511;89;49,4;16,8;17;89;15;0;;0;1,24;25;29;-4;-0,24;0,34;SUI;MF,DF;23;2002;16,8;4;0;0;22;23;0;1;26;22;1;;;;;;;;;;;;;;;;;;;;;;;
Samuel Bastien;Fortuna Sittard;2526;NED-Eredivisie;COD;MF;28;1996;6;0;45;0,5;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;COD;MF;28;1996;0,5;0;0;0;;0,0;0,0;;;0;0;COD;MF;28;1996;6;45;8;1,5;0,5;0;;0;6;8;10;0,67;1;1;0;0,0;0,42;COD;MF;28;1996;0,5;0;0;0;0;0;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;
Shawn Adewoye;Fortuna Sittard;2526;NED-Eredivisie;BEL;DF;25;2000;28;24;2018;22,4;0;0;0;0;0;0;6;0;0,0;0,0;0,0;0,0;0,0;BEL;DF;25;2000;22,4;0;5;2;40,0;0,22;0,09;0,0;0,0;0;0;BEL;DF;25;2000;28;2018;72;65,9;22,4;24;81;16;4;20;1;1,14;26;42;-16;-0,71;-0,89;BEL;DF;25;2000;22,4;6;0;0;36;20;0;1;35;33;1;;;;;;;;;;;;;;;;;;;;;;;
Syb Van Ottele;Fortuna Sittard;2526;NED-Eredivisie;NED;DF,MF;23;2002;15;9;900;10,0;0;0;0;0;0;0;2;0;0,0;0,0;0,0;0,0;0,0;NED;DF,MF;23;2002;10,0;0;6;2;33,3;0,6;0,2;0,0;0,0;0;0;NED;DF,MF;23;2002;15;900;60;29,4;10,0;9;86;6;6;22;7;0,87;14;19;-5;-0,5;-0,13;NED;DF,MF;23;2002;10,0;2;0;0;11;11;0;2;10;22;1;;;;;;;;;;;;;;;;;;;;;;;
Tristan Schenkhuizen;Fortuna Sittard;2526;NED-Eredivisie;NED;MF;21;2004;4;1;104;1,2;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;NED;MF;21;2004;1,2;0;1;0;0,0;0,87;0,0;0,0;;0;0;NED;MF;21;2004;4;104;26;3,4;1,2;1;81;0;3;8;15;1,0;3;2;1;0,87;1,32;NED;MF;21;2004;1,2;0;0;0;1;4;0;1;2;1;0;;;;;;;;;;;;;;;;;;;;;;;
Wassim Elasri;Fortuna Sittard;2526;NED-Eredivisie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NED;MF;21;2004;0;;;;;0;;0;0;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yassin Oukili;Fortuna Sittard;2526;NED-Eredivisie;NED;MF;24;2001;13;3;476;5,3;2;0;2;2;0;0;3;0;0,38;0,0;0,38;0,38;0,38;NED;MF;24;2001;5,3;2;9;4;44,4;1,7;0,76;0,22;0,5;0;0;NED;MF;24;2001;13;476;37;15,6;5,3;3;86;2;10;22;0;1,08;4;17;-13;-2,46;-2,42;NED;MF;24;2001;5,3;3;0;0;10;3;0;1;6;9;0;;;;;;;;;;;;;;;;;;;;;;;
Alfons Sampsted;Go Ahead Eagles;2526;NED-Eredivisie;ISL;DF;27;1998;12;12;871;9,7;0;2;2;0;0;0;2;1;0,0;0,21;0,21;0,0;0,21;ISL;DF;27;1998;9,7;0;2;1;50,0;0,21;0,1;0,0;0,0;0;0;ISL;DF;27;1998;12;871;73;28,5;9,7;12;73;4;0;;2;1,08;15;11;4;0,41;0,54;ISL;DF;27;1998;9,7;2;1;1;5;5;0;16;8;15;0;;;;;;;;;;;;;;;;;;;;;;;
Aske Adelgaard;Go Ahead Eagles;2526;NED-Eredivisie;DEN;DF;21;2003;27;16;1564;17,4;1;1;2;1;0;0;4;0;0,06;0,06;0,12;0,06;0,12;DEN;DF;21;2003;17,4;1;9;3;33,3;0,52;0,17;0,11;0,33;0;0;DEN;DF;21;2003;27;1564;58;51,1;17,4;16;83;9;11;21;4;1,11;29;25;4;0,23;0,41;DEN;DF;21;2003;17,4;4;0;0;24;15;2;72;19;21;0;;;;;;;;;;;;;;;;;;;;;;;
Calvin Twigt;Go Ahead Eagles;2526;NED-Eredivisie;NED;MF;22;2003;12;6;528;5,9;0;0;0;0;0;0;1;1;0,0;0,0;0,0;0,0;0,0;NED;MF;22;2003;5,9;0;2;1;50,0;0,34;0,17;0,0;0,0;0;0;NED;MF;22;2003;12;528;44;17,3;5,9;6;65;1;6;24;6;1,42;11;9;2;0,34;0,38;NED;MF;22;2003;5,9;1;1;0;9;5;1;9;8;6;0;;;;;;;;;;;;;;;;;;;;;;;
Dani Tijman;Go Ahead Eagles;2526;NED-Eredivisie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FW;;;0;;;;;0;;0;0;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dean James;Go Ahead Eagles;2526;NED-Eredivisie;IDN;DF;25;2000;26;18;1617;18,0;1;1;2;1;0;0;5;1;0,06;0,06;0,11;0,06;0,11;IDN;DF;25;2000;18,0;1;7;4;57,1;0,39;0,22;0,14;0,25;0;0;IDN;DF;25;2000;26;1617;62;52,8;18,0;18;80;7;8;22;1;1,15;26;29;-3;-0,17;-0,42;IDN;DF;25;2000;18,0;5;1;1;19;9;1;145;18;23;0;;;;;;;;;;;;;;;;;;;;;;;
Eus Waayers;Go Ahead Eagles;2526;NED-Eredivisie;NED;DF;18;2006;4;1;68;0,8;0;1;1;0;0;0;0;0;0,0;1,32;1,32;0,0;1,32;NED;DF;18;2006;0,8;0;1;1;100,0;1,32;1,32;0,0;0,0;0;0;NED;DF;18;2006;4;68;17;2,2;0,8;1;21;0;3;16;10;0,75;2;2;0;0,0;-0,03;NED;DF;18;2006;0,8;0;0;0;2;1;0;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;
Evert Linthorst;Go Ahead Eagles;2526;NED-Eredivisie;NED;MF;25;2000;29;16;1485;16,5;1;2;3;1;0;0;3;0;0,06;0,12;0,18;0,06;0,18;NED;MF;25;2000;16,5;1;8;4;50,0;0,48;0,24;0,13;0,25;0;0;NED;MF;25;2000;29;1485;51;48,5;16,5;16;75;5;13;22;4;1,17;25;21;4;0,24;0,41;NED;MF;25;2000;16,5;3;0;0;16;4;0;9;15;10;0;;;;;;;;;;;;;;;;;;;;;;;
Finn Stokkers;Go Ahead Eagles;2526;NED-Eredivisie;NED;FW;29;1996;19;0;286;3,2;1;0;1;1;0;0;1;0;0,31;0,0;0,31;0,31;0,31;NED;FW;29;1996;3,2;1;12;2;16,7;3,78;0,63;0,08;0,5;0;0;NED;FW;29;1996;19;286;15;9,3;3,2;0;;0;19;15;14;0,89;9;4;5;1,57;1,7;NED;FW;29;1996;3,2;1;0;0;5;3;1;5;1;0;0;;;;;;;;;;;;;;;;;;;;;;;
