player,team,position,position_group,age,minutes,PC1,PC2,PC3,observed_features,imputed_features,distance_per90,sprints_per90,intensive_runs_per90,duels_won_per90,aerial_duels_won_per90,tackles_won_per90,interceptions_per90,fouls_committed_per90,fouls_drawn_per90,crosses_per90,top_speed_kmh
Michael Gregoritsch,Augsburg,FW,FW,31.0,913.0,-1.5664457439078179,0.7118326394759232,-1.4202998723930975,11,0,9.95618838992333,9.660460021905806,53.03395399780942,9.167579408543263,3.647316538882804,0.39430449069003287,0.4928806133625411,0.4928806133625411,1.7743702081051478,0.5914567360350493,32.17
Noahkai Banks,Augsburg,DF,DF,18.0,1725.0,-0.25636397811201644,1.5079883378766572,0.4509812032538905,11,0,10.742608695652175,10.486956521739131,48.52173913043478,10.069565217391304,2.034782608695652,1.5130434782608695,0.9391304347826087,1.5130434782608695,0.9391304347826087,0.20869565217391303,33.13
Phillip Tietz,Augsburg / Mainz 05,FW,FW,28.0,1808.0,0.17442181928865874,0.019135385629572028,-1.6240854178755912,5,6,,,,,,0.2488938053097345,0.34845132743362833,1.8915929203539823,1.2444690265486726,0.19911504424778761,
Robin Fellhauer,Augsburg,MF,MF,27.0,2799.0,1.355232999108941,-0.7955008207665033,0.644809590956259,11,0,11.408360128617364,22.475884244372992,75.43408360128618,8.42443729903537,1.4790996784565917,1.382636655948553,0.707395498392283,0.8038585209003215,1.0610932475884245,2.9581993569131835,34.62
Rodrigo Ribeiro,Augsburg,FW,FW,20.0,636.0,0.5077540638947579,0.4266082493025141,-0.8860599111952193,11,0,10.783018867924529,27.31132075471698,85.75471698113208,9.764150943396226,3.5377358490566038,0.42452830188679247,0.5660377358490566,1.4150943396226414,0.42452830188679247,0.42452830188679247,33.11
Samuel Essende,Augsburg,"MF,FW",MF,27.0,414.0,3.2136081451734198,2.5720313979245173,-4.544993901973674,11,0,11.869565217391305,23.47826086956522,85.21739130434783,13.695652173913043,2.8260869565217392,0.43478260869565216,0.21739130434782608,3.6956521739130435,3.0434782608695654,0.6521739130434783,33.26
Aleksandar Pavlovic,Bayern Munich,MF,MF,21.0,1462.0,0.7202758841971235,-0.42775356671915576,0.48879741601605653,11,0,13.450752393980848,12.80437756497948,86.1217510259918,8.495212038303693,0.615595075239398,0.9233926128590971,0.8002735978112175,1.1696306429548564,0.615595075239398,0.9233926128590971,32.81
Alphonso Davies,Bayern Munich,DF,DF,24.0,525.0,1.52051889892009,-0.8821815749570886,-0.0779217482914478,11,0,11.759999999999998,27.942857142857143,90.51428571428572,10.114285714285714,1.3714285714285714,1.0285714285714285,0.5142857142857142,0.34285714285714286,0.8571428571428571,1.0285714285714285,35.11
Dayot Upamecano,Bayern Munich,DF,DF,26.0,1794.0,-0.2135431727555883,0.25213567614023397,1.5452053748266017,11,0,11.096989966555183,15.150501672240802,55.836120401337794,8.62876254180602,1.806020066889632,1.3043478260869565,1.0535117056856187,0.7525083612040134,0.2508361204013378,0.3511705685618729,34.92
Harry Kane,Bayern Munich,"FW,MF",FW,32.0,2377.0,-1.3080622763990717,0.15455627277421724,-1.1602021017732371,11,0,11.43836769036601,7.19394194362642,45.20824568784182,9.806478754732856,1.5523769457299117,0.4922170803533866,0.30290281867900715,0.9465713083718974,1.2116112747160286,0.4543542280185107,32.24
Hiroki Ito,Bayern Munich,DF,DF,26.0,920.0,-0.7240968648764333,0.15068255377604656,0.7831355634468041,11,0,11.005434782608695,16.33695652173913,56.25,7.923913043478261,2.641304347826087,0.29347826086956524,1.2717391304347827,0.9782608695652174,0.29347826086956524,0.6847826086956522,34.33
Jamal Musiala,Bayern Munich,"MF,FW",MF,22.0,683.0,1.610185273071139,0.564267265704917,-2.8688584203755774,11,0,11.71449487554905,18.71156661786237,82.88433382137629,16.076134699853586,0.13177159590043924,0.6588579795021962,0.3953147877013177,0.6588579795021962,2.3718887262079065,0.527086383601757,34.08
Jonas Urbig,Bayern Munich,GK,GK,21.0,1111.0,-5.697615358004508,-0.8121635278397602,-1.169955387581165,9,2,6.1161116111611165,1.9441944194419443,9.558955895589559,,,0.0,0.0,0.0,0.162016201620162,0.0,29.41
Jonathan Tah,Bayern Munich,DF,DF,29.0,2018.0,-0.8383389967289007,0.5178227520531833,1.0010954744937164,11,0,11.145193260654112,12.621407333994053,56.28344895936571,7.849355797819624,2.3191278493557976,0.8027750247770069,1.1149653121902874,1.1595639246778988,0.267591674925669,0.044598612487611496,33.36
Joshua Kimmich,Bayern Munich,MF,MF,30.0,2280.0,0.23721062987985658,-1.8740275012219674,1.4937315871892765,11,0,12.765789473684208,11.526315789473685,67.30263157894737,6.671052631578948,0.5921052631578947,1.0263157894736843,0.9473684210526315,0.3157894736842105,0.8289473684210527,4.973684210526316,33.08
Josip Stanišić,Bayern Munich,DF,DF,25.0,1857.0,0.7569605061514612,-0.9533494236765194,1.02608257691723,11,0,11.67043618739903,21.179321486268176,78.46526655896608,8.432956381260096,1.4054927302100162,1.0177705977382876,0.8723747980613893,0.3877221324717286,0.5331179321486268,1.7447495961227786,35.16
Kim Min-jae,Bayern Munich,DF,DF,28.0,1602.0,-0.32538665284090795,0.7750160778477844,2.412328867475065,5,6,,,,,,1.0674157303370786,2.134831460674157,0.5056179775280899,0.16853932584269662,0.056179775280898875,
Konrad Laimer,Bayern Munich,DF,DF,28.0,1994.0,1.300360839688446,-0.5745229111072022,0.6728760501638991,11,0,11.220661985957873,22.251755265797392,78.17452357071214,9.207622868605817,0.9929789368104313,1.1283851554663993,0.7673019057171514,1.3089267803410232,0.4062186559679037,1.7151454363089267,35.46
Lennart Karl,Bayern Munich,MF,MF,17.0,1281.0,1.147359990585142,-1.5260265851859673,0.5255667482551508,11,0,12.042154566744731,24.730679156908664,91.33489461358313,8.852459016393443,0.2107728337236534,1.053864168618267,0.7728337236533958,0.351288056206089,0.7728337236533958,2.037470725995316,33.16
Leon Goretzka,Bayern Munich,MF,MF,30.0,1947.0,-0.43510594169864336,0.3863527740400035,0.6666989705636066,11,0,11.22342064714946,14.283513097072419,60.600924499229585,9.476117103235747,1.571648690292758,0.8782742681047766,1.201848998459168,0.6933744221879815,0.7395993836671803,0.3235747303543914,33.27
Luis Díaz,Bayern Munich,MF,MF,28.0,2447.0,0.988561003368385,-0.6258144728923832,-1.2067457720202945,11,0,10.820596648957908,21.773600326930936,74.62607274213322,10.592562321209645,0.4781364936657131,0.4781364936657131,0.6252554147936249,1.2872905598692277,1.3976297507151614,1.6550878626890069,34.14
Manuel Neuer,Bayern Munich,GK,GK,39.0,1859.0,-6.21872863380668,-0.6929455660778606,-1.2261098297976778,9,2,6.119419042495966,0.5325443786982249,4.792899408284024,,,0.0,0.0,0.0,0.09682625067240452,0.0,27.95
Michael Olise,Bayern Munich,MF,MF,23.0,2316.0,2.5245378703089703,-1.2789405887587408,-2.0447093212981184,11,0,11.514248704663212,24.40414507772021,83.3160621761658,12.279792746113989,0.23316062176165803,0.4274611398963731,0.5440414507772021,1.2435233160621761,2.2538860103626943,5.6735751295336785,34.54
Nicolas Jackson,Bayern Munich,FW,FW,24.0,1007.0,1.0091781765617893,-1.1774164197952892,-1.0797304630776199,11,0,11.314796425024825,26.365441906653427,80.79443892750744,9.116186693147965,0.5362462760675273,0.35749751737835156,0.35749751737835156,1.3406156901688182,0.8937437934458788,0.6256206554121152,34.23
Raphaël Guerreiro,Bayern Munich,MF,MF,31.0,784.0,-0.9749138699506809,-1.5931566326599416,0.10987456240419516,11,0,13.006377551020408,12.053571428571429,79.20918367346938,7.461734693877551,0.34438775510204084,0.8035714285714286,0.11479591836734694,0.34438775510204084,0.22959183673469388,0.5739795918367347,30.3
Sacha Boey,Bayern Munich,DF,DF,24.0,463.0,1.314310650993147,0.6814573911243773,-0.28138485954400694,11,0,11.371490280777538,20.79913606911447,76.00431965442765,9.136069114470843,1.3606911447084233,0.7775377969762419,1.3606911447084233,1.9438444924406046,1.5550755939524838,1.1663066954643628,32.91
Serge Gnabry,Bayern Munich,MF,MF,30.0,1219.0,-0.07544358667524759,-1.9736808439059021,0.26153702912859195,11,0,11.66529942575882,16.83347005742412,78.9991796554553,7.087776866283839,0.14766201804757997,0.7383100902379,0.29532403609515995,0.6644790812141099,0.44298605414273995,1.5504511894995898,33.16
Tom Bischof,Bayern Munich,"DF,MF",DF,20.0,1302.0,0.1277508920618353,0.21719433314375247,0.723647015066393,11,0,12.732718894009217,11.751152073732719,74.93087557603687,9.67741935483871,0.967741935483871,1.2442396313364055,1.0368663594470047,1.0368663594470047,0.6221198156682027,1.7972350230414746,30.86
