player;team;season;league;fbref_standard_nation;fbref_standard_pos;fbref_standard_age;fbref_standard_born;fbref_standard_playing_time_mp;fbref_standard_playing_time_starts;fbref_standard_playing_time_min;fbref_standard_playing_time_90s;fbref_standard_performance_gls;fbref_standard_performance_ast;fbref_standard_performance_g_plus_a;fbref_standard_performance_g_pk;fbref_standard_performance_pk;fbref_standard_performance_pkatt;fbref_standard_performance_crdy;fbref_standard_performance_crdr;fbref_standard_per_90_minutes_gls;fbref_standard_per_90_minutes_ast;fbref_standard_per_90_minutes_g_plus_a;fbref_standard_per_90_minutes_g_pk;fbref_standard_per_90_minutes_g_plus_a_pk;fbref_shooting_nation;fbref_shooting_pos;fbref_shooting_age;fbref_shooting_born;fbref_shooting_90s;fbref_shooting_standard_gls;fbref_shooting_standard_sh;fbref_shooting_standard_sot;fbref_shooting_standard_sotpct;fbref_shooting_standard_sh_per_90;fbref_shooting_standard_sot_per_90;fbref_shooting_standard_g_per_sh;fbref_shooting_standard_g_per_sot;fbref_shooting_standard_pk;fbref_shooting_standard_pkatt;fbref_playing_time_nation;fbref_playing_time_pos;fbref_playing_time_age;fbref_playing_time_born;fbref_playing_time_playing_time_mp;fbref_playing_time_playing_time_min;fbref_playing_time_playing_time_mn_per_mp;fbref_playing_time_playing_time_minpct;fbref_playing_time_playing_time_90s;fbref_playing_time_starts_starts;fbref_playing_time_starts_mn_per_start;fbref_playing_time_starts_compl;fbref_playing_time_subs_subs;fbref_playing_time_subs_mn_per_sub;fbref_playing_time_subs_unsub;fbref_playing_time_team_success_ppm;fbref_playing_time_team_success_ong;fbref_playing_time_team_success_onga;fbref_playing_time_team_success_plus_minus;fbref_playing_time_team_success_plus_minus90;fbref_playing_time_team_success_on_off;fbref_misc_nation;fbref_misc_pos;fbref_misc_age;fbref_misc_born;fbref_misc_90s;fbref_misc_performance_crdy;fbref_misc_performance_crdr;fbref_misc_performance_2crdy;fbref_misc_performance_fls;fbref_misc_performance_fld;fbref_misc_performance_off;fbref_misc_performance_crs;fbref_misc_performance_int;fbref_misc_performance_tklw;fbref_misc_performance_og;fbref_keeper_nation;fbref_keeper_pos;fbref_keeper_age;fbref_keeper_born;fbref_keeper_playing_time_mp;fbref_keeper_playing_time_starts;fbref_keeper_playing_time_min;fbref_keeper_playing_time_90s;fbref_keeper_performance_ga;fbref_keeper_performance_ga90;fbref_keeper_performance_sota;fbref_keeper_performance_saves;fbref_keeper_performance_savepct;fbref_keeper_performance_w;fbref_keeper_performance_d;fbref_keeper_performance_l;fbref_keeper_performance_cs;fbref_keeper_performance_cspct;fbref_keeper_penalty_kicks_pkatt;fbref_keeper_penalty_kicks_pka;fbref_keeper_penalty_kicks_pksv;fbref_keeper_penalty_kicks_pkm;fbref_keeper_penalty_kicks_savepct
Isaac Mbenza;Charleroi;2526;BEL-Belgian Pro League;BEL;MF;29;1996;4;2;188;2,1;0;0;0;0;0;0;1;0;0,0;0,0;0,0;0,0;0,0;BEL;MF;29;1996;2,1;0;2;1;50,0;0,96;0,48;0,0;0,0;0;0;BEL;MF;29;1996;4;188;47;5,2;2,1;2;73;1;2;21;6;0,5;3;3;0;0,0;0,0;BEL;MF;29;1996;2,1;1;0;0;7;2;0;26;0;1;0;;;;;;;;;;;;;;;;;;;;;;;
Jakob Romsaas;Charleroi;2526;BEL-Belgian Pro League;NOR;MF;21;2004;37;16;1753;19,5;2;3;5;2;0;0;2;0;0,1;0,15;0,26;0,1;0,26;NOR;MF;21;2004;19,5;2;40;15;37,5;2,05;0,77;0,05;0,13;0;0;NOR;MF;21;2004;37;1753;47;48,7;19,5;16;81;8;21;22;1;1,35;29;33;-4;-0,21;-0,4;NOR;MF;21;2004;19,5;2;0;0;12;16;1;18;20;21;0;;;;;;;;;;;;;;;;;;;;;;;
Jules Gaudin;Charleroi;2526;BEL-Belgian Pro League;FRA;DF;25;2000;19;6;640;7,1;0;0;0;0;0;0;1;1;0,0;0,0;0,0;0,0;0,0;FRA;DF;25;2000;7,1;0;7;1;14,3;0,98;0,14;0,0;0,0;0;0;FRA;DF;25;2000;19;640;34;17,8;7,1;6;74;1;13;15;14;1,37;12;13;-1;-0,14;-0,17;FRA;DF;25;2000;7,1;1;1;0;11;14;2;45;11;11;0;;;;;;;;;;;;;;;;;;;;;;;
Jérémy Pétris;Charleroi;2526;BEL-Belgian Pro League;FRA;DF;27;1998;5;4;376;4,2;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;FRA;DF;27;1998;4,2;0;0;0;;0,0;0,0;;;0;0;FRA;DF;27;1998;5;376;75;10,4;4,2;4;87;3;1;29;0;1,2;7;5;2;0,48;0,53;FRA;DF;27;1998;4,2;0;0;0;2;10;1;13;2;3;0;;;;;;;;;;;;;;;;;;;;;;;
Kévin Van Den Kerkhof;Charleroi;2526;BEL-Belgian Pro League;ALG;DF,MF;29;1996;30;25;2108;23,4;3;4;7;3;0;0;5;1;0,13;0,17;0,3;0,13;0,3;ALG;DF,MF;29;1996;23,4;3;35;11;31,4;1,49;0,47;0,09;0,27;0;0;ALG;DF,MF;29;1996;30;2108;70;58,6;23,4;25;80;10;5;21;0;1,5;34;26;8;0,34;0,82;ALG;DF,MF;29;1996;23,4;5;1;0;19;9;3;117;11;35;0;;;;;;;;;;;;;;;;;;;;;;;
Lewin Blum;Charleroi;2526;BEL-Belgian Pro League;SUI;DF;24;2001;32;17;1784;19,8;0;1;1;0;0;0;8;0;0,0;0,05;0,05;0,0;0,05;SUI;DF;24;2001;19,8;0;8;2;25,0;0,4;0,1;0,0;0,0;0;0;SUI;DF;24;2001;32;1784;56;49,6;19,8;17;84;11;15;24;2;1,28;20;25;-5;-0,25;-0,5;SUI;DF;24;2001;19,8;8;0;0;34;22;6;108;19;34;0;;;;;;;;;;;;;;;;;;;;;;;
Mardochee Nzita;Charleroi;2526;BEL-Belgian Pro League;BEL;DF;25;2000;38;34;3001;33,3;0;2;2;0;0;0;6;1;0,0;0,06;0,06;0,0;0,06;BEL;DF;25;2000;33,3;0;13;4;30,8;0,39;0,12;0,0;0,0;0;0;BEL;DF;25;2000;38;3001;79;83,4;33,3;34;85;23;4;30;0;1,32;38;37;1;0,03;0,18;BEL;DF;25;2000;33,3;6;1;1;33;49;4;122;37;45;2;;;;;;;;;;;;;;;;;;;;;;;
Martin Delavallée;Charleroi;2526;BEL-Belgian Pro League;BEL;GK;21;2004;21;21;1890;21,0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;BEL;GK;21;2004;21,0;0;1;0;0,0;0,05;0,0;0,0;;0;0;BEL;GK;21;2004;21;1890;90;52,5;21,0;21;90;21;0;;19;1,33;32;32;0;0,0;0,0;BEL;GK;21;2004;21,0;0;0;0;0;5;0;0;0;0;0;BEL;GK;21;2004;21;21;1890;21,0;32;1,52;84;52;61,9;8;4;9;5;23,8;8;8;0;0;0,0
Massamba Sow;Charleroi;2526;BEL-Belgian Pro League;FRA;DF;21;2004;4;1;158;1,8;0;0;0;0;0;0;1;0;0,0;0,0;0,0;0,0;0,0;FRA;DF;21;2004;1,8;0;0;0;;0,0;0,0;;;0;0;FRA;DF;21;2004;4;158;40;4,4;1,8;1;90;1;3;23;1;1,25;5;2;3;1,71;1,79;FRA;DF;21;2004;1,8;1;0;0;3;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Matteo Noto;Charleroi;2526;BEL-Belgian Pro League;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BEL;MF;17;2007;0;;;;;0;;0;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mehdi Boukamir;Charleroi;2526;BEL-Belgian Pro League;MAR;DF;21;2004;16;1;302;3,4;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;MAR;DF;21;2004;3,4;0;0;0;;0,0;0,0;;;0;0;MAR;DF;21;2004;16;302;19;8,4;3,4;1;90;1;15;14;20;2,0;1;5;-4;-1,19;-1,3;MAR;DF;21;2004;3,4;0;0;0;5;0;0;0;7;2;0;;;;;;;;;;;;;;;;;;;;;;;
Mohamed Koné;Charleroi;2526;BEL-Belgian Pro League;CIV;GK;23;2002;19;19;1710;19,0;0;0;0;0;0;0;2;0;0,0;0,0;0,0;0,0;0,0;CIV;GK;23;2002;19,0;0;0;0;;0,0;0,0;;;0;0;CIV;GK;23;2002;19;1710;90;47,5;19,0;19;90;19;0;;19;1,21;18;18;0;0,0;0,0;CIV;GK;23;2002;19,0;2;0;0;0;4;0;0;0;1;0;CIV;GK;23;2002;19;19;1710;19,0;18;0,95;69;50;73,9;6;5;8;6;31,6;5;3;0;2;0,0
Mory Kera;Charleroi;2526;BEL-Belgian Pro League;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BEL;MF;17;2008;0;;;;;0;;0;0;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nicolas Closset;Charleroi;2526;BEL-Belgian Pro League;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BEL;GK;21;2004;0;;;;;0;;0;0;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nikola Štulić;Charleroi;2526;BEL-Belgian Pro League;SRB;FW;23;2001;3;3;215;2,4;1;0;1;1;0;0;2;1;0,42;0,0;0,42;0,42;0,42;SRB;FW;23;2001;2,4;1;3;2;66,7;1,26;0,84;0,33;0,5;0;0;SRB;FW;23;2001;3;215;72;6,0;2,4;3;72;1;0;;0;1,0;2;3;-1;-0,42;-0,45;SRB;FW;23;2001;2,4;2;1;1;5;5;3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Nikoloz Chikovani;Charleroi;2526;BEL-Belgian Pro League;GEO;FW;18;2007;1;0;1;0,0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;GEO;FW;18;2007;0,0;0;0;0;;0,0;0,0;;;0;0;GEO;FW;18;2007;1;1;1;0,0;0,0;0;;0;1;1;0;3,0;0;0;0;0,0;0,0;GEO;FW;18;2007;0,0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Parfait Guiagon;Charleroi;2526;BEL-Belgian Pro League;CIV;MF;24;2001;33;29;2544;28,3;9;5;14;6;3;4;6;0;0,32;0,18;0,5;0,21;0,39;CIV;MF;24;2001;28,3;9;80;22;27,5;2,83;0,78;0,11;0,41;3;4;CIV;MF;24;2001;33;2544;77;70,7;28,3;29;83;12;4;32;0;1,42;38;33;5;0,18;0,6;CIV;MF;24;2001;28,3;6;0;0;30;63;3;99;12;14;0;;;;;;;;;;;;;;;;;;;;;;;
Patrick Pflücke;Charleroi;2526;BEL-Belgian Pro League;GER;MF;28;1996;35;29;2341;26,0;4;7;11;4;0;0;0;0;0,15;0,27;0,42;0,15;0,42;GER;MF;28;1996;26,0;4;56;20;35,7;2,15;0,77;0,07;0,2;0;0;GER;MF;28;1996;35;2341;67;65,0;26,0;29;74;6;6;30;0;1,29;29;34;-5;-0,19;-0,55;GER;MF;28;1996;26,0;0;0;0;3;12;5;195;5;11;0;;;;;;;;;;;;;;;;;;;;;;;
Quentin Benaets;Charleroi;2526;BEL-Belgian Pro League;BEL;FW;21;2003;1;0;7;0,1;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;BEL;FW;21;2003;0,1;0;0;0;;0,0;0,0;;;0;0;BEL;FW;21;2003;1;7;7;0,2;0,1;0;;0;1;7;7;0,0;0;0;0;0,0;0,0;BEL;FW;21;2003;0,1;0;0;0;0;0;0;2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Raymond Asante;Charleroi;2526;BEL-Belgian Pro League;GHA;FW;21;2004;2;0;19;0,2;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;GHA;FW;21;2004;0,2;0;2;1;50,0;9,47;4,74;0,0;0,0;0;0;GHA;FW;21;2004;2;19;10;0,5;0,2;0;;0;2;10;8;0,0;0;0;0;0,0;0,0;GHA;FW;21;2004;0,2;0;0;0;0;2;0;2;0;1;0;;;;;;;;;;;;;;;;;;;;;;;
Robin Denuit;Charleroi;2526;BEL-Belgian Pro League;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BEL;DF;23;2002;0;;;;;0;;0;0;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vetle Dragsnes;Charleroi;2526;BEL-Belgian Pro League;NOR;DF;31;1994;2;1;94;1,0;1;0;1;1;0;0;0;0;0,96;0,0;0,96;0,96;0,96;NOR;DF;31;1994;1,0;1;3;3;100,0;2,87;2,87;0,33;0,33;0;0;NOR;DF;31;1994;2;94;47;2,6;1,0;1;90;1;1;4;2;1,0;2;2;0;0,0;0,0;NOR;DF;31;1994;1,0;0;0;0;0;1;2;8;1;2;0;;;;;;;;;;;;;;;;;;;;;;;
Yassine Khalifi;Charleroi;2526;BEL-Belgian Pro League;MAR;MF;19;2005;20;4;627;7,0;0;1;1;0;0;0;2;0;0,0;0,14;0,14;0,0;0,14;MAR;MF;19;2005;7,0;0;3;0;0,0;0,43;0,0;0,0;;0;0;MAR;MF;19;2005;20;627;31;17,4;7,0;4;78;2;16;20;14;1,4;13;8;5;0,72;0,87;MAR;MF;19;2005;7,0;2;0;0;5;14;0;2;12;12;0;;;;;;;;;;;;;;;;;;;;;;;
Yassine Titraoui;Charleroi;2526;BEL-Belgian Pro League;ALG;MF;22;2003;35;33;2900;32,2;5;1;6;5;0;0;7;0;0,16;0,03;0,19;0,16;0,19;ALG;MF;22;2003;32,2;5;53;20;37,7;1,64;0,62;0,09;0,25;0;0;ALG;MF;22;2003;35;2900;83;80,6;32,2;33;86;25;2;37;0;1,26;39;40;-1;-0,03;-0,16;ALG;MF;22;2003;32,2;7;0;0;23;38;3;41;41;33;0;;;;;;;;;;;;;;;;;;;;;;;
Yoann Cissé;Charleroi;2526;BEL-Belgian Pro League;FRA;MF;20;2004;5;0;29;0,3;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;FRA;MF;20;2004;0,3;0;2;1;50,0;6,21;3,1;0,0;0,0;0;0;FRA;MF;20;2004;5;29;6;0,8;0,3;0;;0;5;6;7;0,8;0;1;-1;-3,1;-3,13;FRA;MF;20;2004;0,3;0;0;0;0;1;0;4;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Žan Rogelj;Charleroi;2526;BEL-Belgian Pro League;SVN;MF,DF;25;1999;2;2;151;1,7;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;SVN;MF,DF;25;1999;1,7;0;0;0;;0,0;0,0;;;0;0;SVN;MF,DF;25;1999;2;151;76;4,2;1,7;2;76;1;0;;2;1,0;1;2;-1;-0,6;-0,62;SVN;MF,DF;25;1999;1,7;0;0;0;0;1;0;5;0;3;0;;;;;;;;;;;;;;;;;;;;;;;
Aleksandar Stanković;Club Brugge;2526;BEL-Belgian Pro League;SRB;MF;19;2005;39;34;3071;34,1;6;2;8;6;0;0;4;0;0,18;0,06;0,23;0,18;0,23;SRB;MF;19;2005;34,1;6;74;25;33,8;2,17;0,73;0,08;0,24;0;0;SRB;MF;19;2005;39;3071;79;85,3;34,1;34;85;24;5;35;0;2,18;77;37;40;1,17;0,15;SRB;MF;19;2005;34,1;4;0;0;29;29;0;30;43;23;0;;;;;;;;;;;;;;;;;;;;;;;
Argus Vanden Driessche;Club Brugge;2526;BEL-Belgian Pro League;BEL;GK;18;2007;1;0;13;0,1;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;BEL;GK;18;2007;0,1;0;0;0;;0,0;0,0;;;0;0;BEL;GK;18;2007;1;13;13;0,4;0,1;0;;0;1;13;1;3,0;1;0;1;6,92;5,79;BEL;GK;18;2007;0,1;0;0;0;0;0;0;0;0;0;0;BEL;GK;18;2007;1;0;13;0,1;0;0,0;0;0;;0;0;0;1;;0;0;0;0;
Axl De Corte;Club Brugge;2526;BEL-Belgian Pro League;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BEL;GK;19;2006;0;;;;;0;;0;0;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bjorn Meijer;Club Brugge;2526;BEL-Belgian Pro League;NED;DF;22;2003;27;9;1033;11,5;1;1;2;1;0;0;1;0;0,09;0,09;0,17;0,09;0,17;NED;DF;22;2003;11,5;1;14;4;28,6;1,22;0,35;0,07;0,25;0;0;NED;DF;22;2003;27;1033;38;28,7;11,5;9;80;4;18;17;8;2,3;28;10;18;1,57;0,59;NED;DF;22;2003;11,5;1;0;0;7;9;4;38;13;7;0;;;;;;;;;;;;;;;;;;;;;;;
Brandon Mechele;Club Brugge;2526;BEL-Belgian Pro League;BEL;DF;32;1993;39;39;3433;38,1;5;2;7;5;0;0;4;0;0,13;0,05;0,18;0,13;0,18;BEL;DF;32;1993;38,1;5;34;14;41,2;0,89;0,37;0,15;0,36;0;0;BEL;DF;32;1993;39;3433;88;95,4;38,1;39;88;37;0;;1;2,18;86;41;45;1,18;0,64;BEL;DF;32;1993;38,1;4;0;0;37;21;2;5;45;44;1;;;;;;;;;;;;;;;;;;;;;;;
Carlos Forbs;Club Brugge;2526;BEL-Belgian Pro League;POR;MF;21;2004;37;34;2794;31,0;8;8;16;8;0;0;3;0;0,26;0,26;0,52;0,26;0,52;POR;MF;21;2004;31,0;8;57;21;36,8;1,84;0,68;0,14;0,38;0;0;POR;MF;21;2004;37;2794;76;77,6;31,0;34;79;7;3;40;1;2,22;74;30;44;1,42;1,19;POR;MF;21;2004;31,0;3;0;0;26;27;9;93;16;25;0;;;;;;;;;;;;;;;;;;;;;;;
Christos Tzolis;Club Brugge;2526;BEL-Belgian Pro League;GRE;MF,FW;23;2002;36;34;3068;34,1;17;23;40;14;3;4;6;0;0,5;0,67;1,17;0,41;1,09;GRE;MF,FW;23;2002;34,1;17;123;44;35,8;3,61;1,29;0,14;0,39;3;4;GRE;MF,FW;23;2002;36;3068;85;85,2;34,1;34;88;29;2;38;0;2,11;79;37;42;1,23;0,56;GRE;MF,FW;23;2002;34,1;6;0;0;31;60;5;278;9;19;0;;;;;;;;;;;;;;;;;;;;;;;
Cisse Sandra;Club Brugge;2526;BEL-Belgian Pro League;BEL;MF,FW;21;2003;16;6;595;6,6;1;1;2;1;0;0;2;0;0,15;0,15;0,3;0,15;0,3;BEL;MF,FW;21;2003;6,6;1;15;4;26,7;2,27;0,61;0,07;0,25;0;0;BEL;MF,FW;21;2003;16;595;37;16,5;6,6;6;79;3;10;12;15;2,69;15;4;11;1,66;0,62;BEL;MF,FW;21;2003;6,6;2;0;0;13;1;1;4;6;5;0;;;;;;;;;;;;;;;;;;;;;;;
Dani van den Heuvel;Club Brugge;2526;BEL-Belgian Pro League;NED;GK;22;2003;10;8;764;8,5;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;NED;GK;22;2003;8,5;0;0;0;;0,0;0,0;;;0;0;NED;GK;22;2003;10;764;76;21,2;8,5;8;81;7;2;58;13;1,9;25;12;13;1,53;0,48;NED;GK;22;2003;8,5;0;0;0;1;2;0;0;0;0;1;NED;GK;22;2003;10;8;764;8,5;12;1,41;34;22;64,7;5;1;2;2;25,0;2;1;0;1;0,0
Félix Lemaréchal;Club Brugge;2526;BEL-Belgian Pro League;FRA;MF;21;2003;2;1;69;0,8;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;FRA;MF;21;2003;0,8;0;1;1;100,0;1,3;1,3;0,0;0,0;0;0;FRA;MF;21;2003;2;69;35;1,9;0,8;1;55;0;1;14;8;1,5;1;1;0;0,0;-1,17;FRA;MF;21;2003;0,8;0;0;0;1;2;0;3;0;3;0;;;;;;;;;;;;;;;;;;;;;;;
Gustaf Nilsson;Club Brugge;2526;BEL-Belgian Pro League;SWE;FW;28;1997;7;0;46;0,5;0;0;0;0;0;0;1;0;0,0;0,0;0,0;0,0;0,0;SWE;FW;28;1997;0,5;0;3;1;33,3;5,87;1,96;0,0;0,0;0;0;SWE;FW;28;1997;7;46;7;1,3;0,5;0;;0;7;7;15;2,14;1;0;1;1,96;0,82;SWE;FW;28;1997;0,5;1;0;0;7;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Hans Vanaken;Club Brugge;2526;BEL-Belgian Pro League;BEL;MF;32;1992;39;38;3364;37,4;7;3;10;7;0;0;2;0;0,19;0,08;0,27;0,19;0,27;BEL;MF;32;1992;37,4;7;58;21;36,2;1,55;0,56;0,12;0,33;0;0;BEL;MF;32;1992;39;3364;86;93,4;37,4;38;88;34;1;22;0;2,18;82;42;40;1,07;-1,22;BEL;MF;32;1992;37,4;2;0;0;19;29;1;43;22;24;0;;;;;;;;;;;;;;;;;;;;;;;
Hugo Siquet;Club Brugge;2526;BEL-Belgian Pro League;BEL;DF;23;2002;31;13;1290;14,3;0;2;2;0;0;0;2;0;0,0;0,14;0,14;0,0;0,14;BEL;DF;23;2002;14,3;0;16;2;12,5;1,12;0,14;0,0;0,0;0;0;BEL;DF;23;2002;31;1290;42;35,8;14,3;13;76;2;18;17;9;2,23;39;13;26;1,81;1,03;BEL;DF;23;2002;14,3;2;0;0;7;7;1;92;10;16;0;;;;;;;;;;;;;;;;;;;;;;;
Hugo Vetlesen;Club Brugge;2526;BEL-Belgian Pro League;NOR;MF,FW;25;2000;25;15;1289;14,3;5;6;11;5;0;0;4;0;0,35;0,42;0,77;0,35;0,77;NOR;MF,FW;25;2000;14,3;5;36;14;38,9;2,51;0,98;0,14;0,36;0;0;NOR;MF,FW;25;2000;25;1289;52;35,8;14,3;15;76;5;10;15;10;2,24;39;21;18;1,26;0,17;NOR;MF,FW;25;2000;14,3;4;0;0;29;13;1;13;4;13;0;;;;;;;;;;;;;;;;;;;;;;;
Joaquin Seys;Club Brugge;2526;BEL-Belgian Pro League;BEL;DF;20;2005;39;35;2966;33,0;2;5;7;2;0;0;3;0;0,06;0,15;0,21;0,06;0,21;BEL;DF;20;2005;33,0;2;16;4;25,0;0,49;0,12;0,13;0,5;0;0;BEL;DF;20;2005;39;2966;76;82,4;33,0;35;82;18;4;23;0;2,26;72;41;31;0,94;-1,19;BEL;DF;20;2005;33,0;3;0;0;22;22;1;62;40;25;0;;;;;;;;;;;;;;;;;;;;;;;
Joel Ordóñez;Club Brugge;2526;BEL-Belgian Pro League;ECU;DF;21;2004;33;30;2666;29,6;3;0;3;3;0;0;4;2;0,1;0,0;0,1;0,1;0,1;ECU;DF;21;2004;29,6;3;16;4;25,0;0,54;0,14;0,19;0,75;0;0;ECU;DF;21;2004;33;2666;81;74,1;29,6;30;86;25;3;31;1;2,27;76;31;45;1,52;1,42;ECU;DF;21;2004;29,6;4;2;0;38;17;0;1;25;28;0;;;;;;;;;;;;;;;;;;;;;;;
Jorne Spileers;Club Brugge;2526;BEL-Belgian Pro League;BEL;DF;20;2005;23;13;1202;13,4;0;1;1;0;0;0;4;0;0,0;0,07;0,07;0,0;0,07;BEL;DF;20;2005;13,4;0;3;0;0,0;0,22;0,0;0,0;;0;0;BEL;DF;20;2005;23;1202;52;33,4;13,4;13;80;8;10;16;11;2,09;21;17;4;0,3;-1,28;BEL;DF;20;2005;13,4;4;0;0;13;2;1;2;9;12;0;;;;;;;;;;;;;;;;;;;;;;;
Kaye Furo;Club Brugge;2526;BEL-Belgian Pro League;BEL;FW;18;2007;5;0;89;1,0;1;0;1;1;0;0;0;0;1,01;0,0;1,01;1,01;1,01;BEL;FW;18;2007;1,0;1;4;2;50,0;4,04;2,02;0,25;0,5;0;0;BEL;FW;18;2007;5;89;18;2,5;1,0;0;;0;5;18;4;0,8;2;3;-1;-1,01;-2,22;BEL;FW;18;2007;1,0;0;0;0;1;2;3;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;
Kyriani Sabbe;Club Brugge;2526;BEL-Belgian Pro League;BEL;DF;20;2005;27;20;1643;18,3;3;3;6;3;0;0;2;0;0,16;0,16;0,33;0,16;0,33;BEL;DF;20;2005;18,3;3;18;9;50,0;0,99;0,49;0,17;0,33;0;0;BEL;DF;20;2005;27;1643;61;45,6;18,3;20;74;4;7;23;3;2,33;41;22;19;1,04;-0,2;BEL;DF;20;2005;18,3;2;0;0;9;11;2;40;27;22;0;;;;;;;;;;;;;;;;;;;;;;;
Ludovit Reis;Club Brugge;2526;BEL-Belgian Pro League;NED;MF;25;2000;7;3;265;2,9;0;0;0;0;0;0;1;0;0,0;0,0;0,0;0,0;0,0;NED;MF;25;2000;2,9;0;6;2;33,3;2,04;0,68;0,0;0,0;0;0;NED;MF;25;2000;7;265;38;7,4;2,9;3;56;0;4;24;3;2,14;3;5;-2;-0,68;-1,97;NED;MF;25;2000;2,9;1;0;0;5;3;1;2;3;0;0;;;;;;;;;;;;;;;;;;;;;;;
Lynnt Audoor;Club Brugge;2526;BEL-Belgian Pro League;BEL;MF;21;2003;7;3;197;2,2;0;1;1;0;0;0;0;0;0,0;0,46;0,46;0,0;0,46;BEL;MF;21;2003;2,2;0;0;0;;0,0;0,0;;;0;0;BEL;MF;21;2003;7;197;28;5,5;2,2;3;50;0;4;12;7;2,0;3;4;-1;-0,46;-1,7;BEL;MF;21;2003;2,2;0;0;0;3;9;0;2;4;6;0;;;;;;;;;;;;;;;;;;;;;;;
Mamadou Diakhon;Club Brugge;2526;BEL-Belgian Pro League;SEN;MF,FW;19;2005;23;8;802;8,9;0;7;7;0;0;0;1;0;0,0;0,79;0,79;0,0;0,79;SEN;MF,FW;19;2005;8,9;0;16;3;18,8;1,8;0,34;0,0;0,0;0;0;SEN;MF,FW;19;2005;23;802;35;22,3;8,9;8;67;0;15;18;10;2,09;21;12;9;1,01;-0,18;SEN;MF,FW;19;2005;8,9;1;0;0;6;28;2;37;4;4;0;;;;;;;;;;;;;;;;;;;;;;;
Michał Skóraś;Club Brugge;2526;BEL-Belgian Pro League;POL;MF;25;2000;2;0;76;0,8;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;POL;MF;25;2000;0,8;0;3;0;0,0;3,55;0,0;0,0;;0;0;POL;MF;25;2000;2;76;38;2,1;0,8;0;;0;2;38;1;1,5;3;0;3;3,55;2,45;POL;MF;25;2000;0,8;0;0;0;2;7;0;7;1;0;0;;;;;;;;;;;;;;;;;;;;;;;
Nicolo Tresoldi;Club Brugge;2526;BEL-Belgian Pro League;GER;FW;20;2004;40;29;2488;27,6;19;5;24;19;0;0;1;0;0,69;0,18;0,87;0,69;0,87;GER;FW;20;2004;27,6;19;100;39;39,0;3,62;1,41;0,19;0,49;0;0;GER;FW;20;2004;40;2488;62;69,1;27,6;29;78;6;11;21;0;2,2;63;25;38;1,37;0,73;GER;FW;20;2004;27,6;1;0;0;20;46;6;8;7;14;0;;;;;;;;;;;;;;;;;;;;;;;
Nordin Jackers;Club Brugge;2526;BEL-Belgian Pro League;BEL;GK;27;1997;21;20;1801;20,0;0;0;0;0;0;0;1;0;0,0;0,0;0,0;0,0;0,0;BEL;GK;27;1997;20,0;0;0;0;;0,0;0,0;;;0;0;BEL;GK;27;1997;21;1801;86;50,0;20,0;20;86;19;1;72;11;2,1;38;22;16;0,8;-0,7;BEL;GK;27;1997;20,0;1;0;0;0;9;0;0;0;1;0;BEL;GK;27;1997;21;20;1801;20,0;22;1,1;76;53;71,1;14;2;4;8;40,0;1;1;0;0;0,0
