player;team;season;league;fbref_standard_nation;fbref_standard_pos;fbref_standard_age;fbref_standard_born;fbref_standard_playing_time_mp;fbref_standard_playing_time_starts;fbref_standard_playing_time_min;fbref_standard_playing_time_90s;fbref_standard_performance_gls;fbref_standard_performance_ast;fbref_standard_performance_g_plus_a;fbref_standard_performance_g_pk;fbref_standard_performance_pk;fbref_standard_performance_pkatt;fbref_standard_performance_crdy;fbref_standard_performance_crdr;fbref_standard_per_90_minutes_gls;fbref_standard_per_90_minutes_ast;fbref_standard_per_90_minutes_g_plus_a;fbref_standard_per_90_minutes_g_pk;fbref_standard_per_90_minutes_g_plus_a_pk;fbref_shooting_nation;fbref_shooting_pos;fbref_shooting_age;fbref_shooting_born;fbref_shooting_90s;fbref_shooting_standard_gls;fbref_shooting_standard_sh;fbref_shooting_standard_sot;fbref_shooting_standard_sotpct;fbref_shooting_standard_sh_per_90;fbref_shooting_standard_sot_per_90;fbref_shooting_standard_g_per_sh;fbref_shooting_standard_g_per_sot;fbref_shooting_standard_pk;fbref_shooting_standard_pkatt;fbref_playing_time_nation;fbref_playing_time_pos;fbref_playing_time_age;fbref_playing_time_born;fbref_playing_time_playing_time_mp;fbref_playing_time_playing_time_min;fbref_playing_time_playing_time_mn_per_mp;fbref_playing_time_playing_time_minpct;fbref_playing_time_playing_time_90s;fbref_playing_time_starts_starts;fbref_playing_time_starts_mn_per_start;fbref_playing_time_starts_compl;fbref_playing_time_subs_subs;fbref_playing_time_subs_mn_per_sub;fbref_playing_time_subs_unsub;fbref_playing_time_team_success_ppm;fbref_playing_time_team_success_ong;fbref_playing_time_team_success_onga;fbref_playing_time_team_success_plus_minus;fbref_playing_time_team_success_plus_minus90;fbref_playing_time_team_success_on_off;fbref_misc_nation;fbref_misc_pos;fbref_misc_age;fbref_misc_born;fbref_misc_90s;fbref_misc_performance_crdy;fbref_misc_performance_crdr;fbref_misc_performance_2crdy;fbref_misc_performance_fls;fbref_misc_performance_fld;fbref_misc_performance_off;fbref_misc_performance_crs;fbref_misc_performance_int;fbref_misc_performance_tklw;fbref_misc_performance_og;fbref_keeper_nation;fbref_keeper_pos;fbref_keeper_age;fbref_keeper_born;fbref_keeper_playing_time_mp;fbref_keeper_playing_time_starts;fbref_keeper_playing_time_min;fbref_keeper_playing_time_90s;fbref_keeper_performance_ga;fbref_keeper_performance_ga90;fbref_keeper_performance_sota;fbref_keeper_performance_saves;fbref_keeper_performance_savepct;fbref_keeper_performance_w;fbref_keeper_performance_d;fbref_keeper_performance_l;fbref_keeper_performance_cs;fbref_keeper_performance_cspct;fbref_keeper_penalty_kicks_pkatt;fbref_keeper_penalty_kicks_pka;fbref_keeper_penalty_kicks_pksv;fbref_keeper_penalty_kicks_pkm;fbref_keeper_penalty_kicks_savepct
Raphael Onyedika;Club Brugge;2526;BEL-Belgian Pro League;NGA;MF;24;2001;30;22;1994;22,2;1;0;1;1;0;0;3;0;0,05;0,0;0,05;0,05;0,05;NGA;MF;24;2001;22,2;1;29;11;37,9;1,31;0,5;0,03;0,09;0;0;NGA;MF;24;2001;30;1994;66;55,4;22,2;22;82;11;8;23;2;2,1;46;27;19;0,86;-0,66;NGA;MF;24;2001;22,2;3;0;0;30;25;0;4;22;26;0;;;;;;;;;;;;;;;;;;;;;;;
Romeo Vermant;Club Brugge;2526;BEL-Belgian Pro League;BEL;FW,MF;21;2004;35;13;1328;14,8;8;2;10;8;0;0;3;0;0,54;0,14;0,68;0,54;0,68;BEL;FW,MF;21;2004;14,8;8;48;19;39,6;3,25;1,29;0,17;0,42;0;0;BEL;FW,MF;21;2004;35;1328;38;36,9;14,8;13;73;2;22;17;0;2,31;33;17;16;1,08;-0,1;BEL;FW,MF;21;2004;14,8;3;0;0;40;34;9;3;3;8;0;;;;;;;;;;;;;;;;;;;;;;;
Shandre Campbell;Club Brugge;2526;BEL-Belgian Pro League;RSA;MF;20;2005;11;0;105;1,2;1;0;1;1;0;0;1;0;0,86;0,0;0,86;0,86;0,86;RSA;MF;20;2005;1,2;1;5;1;20,0;4,29;0,86;0,2;1,0;0;0;RSA;MF;20;2005;11;105;10;2,9;1,2;0;;0;11;10;9;2,18;4;4;0;0,0;-1,18;RSA;MF;20;2005;1,2;1;0;0;2;3;0;5;0;3;0;;;;;;;;;;;;;;;;;;;;;;;
Simon Mignolet;Club Brugge;2526;BEL-Belgian Pro League;BEL;GK;37;1988;12;12;1022;11,4;0;0;0;0;0;0;1;0;0,0;0,0;0,0;0,0;0,0;BEL;GK;37;1988;11,4;0;0;0;;0,0;0,0;;;0;0;BEL;GK;37;1988;12;1022;85;28,4;11,4;12;85;10;0;;8;2,33;27;11;16;1,41;0,36;BEL;GK;37;1988;11,4;1;0;0;0;0;0;0;0;0;0;BEL;GK;37;1988;12;12;1022;11,4;11;0,97;45;34;75,6;9;1;2;2;16,7;1;0;0;1;
Tian Koren;Club Brugge;2526;BEL-Belgian Pro League;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SVN;MF;16;2009;0;;;;;0;;0;0;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vince Osuji;Club Brugge;2526;BEL-Belgian Pro League;NGA;DF;19;2006;1;0;16;0,2;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;NGA;DF;19;2006;0,2;0;0;0;;0,0;0,0;;;0;0;NGA;DF;19;2006;1;16;16;0,4;0,2;0;;0;1;16;10;3,0;1;1;0;0,0;-1,16;NGA;DF;19;2006;0,2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Zaid Romero;Club Brugge;2526;BEL-Belgian Pro League;ARG;DF;25;1999;1;1;58;0,6;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;ARG;DF;25;1999;0,6;0;1;1;100,0;1,55;1,55;0,0;0,0;0;0;ARG;DF;25;1999;1;58;58;1,6;0,6;1;58;0;0;;5;0,0;0;2;-2;-3,1;-4,32;ARG;DF;25;1999;0,6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Alireza Jahanbakhsh;Dender;2526;BEL-Belgian Pro League;IRN;MF,FW;31;1993;21;9;903;10,0;1;1;2;0;1;1;5;0;0,1;0,1;0,2;0,0;0,1;IRN;MF,FW;31;1993;10,0;1;20;7;35,0;1,99;0,7;0,05;0,14;1;1;IRN;MF,FW;31;1993;21;903;43;27,9;10,0;9;72;2;12;22;1;0,95;11;17;-6;-0,6;0,36;IRN;MF,FW;31;1993;10,0;5;0;0;14;13;8;30;4;6;0;;;;;;;;;;;;;;;;;;;;;;;
Amine Daali;Dender;2526;BEL-Belgian Pro League;BEL;MF;21;2004;5;0;110;1,2;0;0;0;0;0;0;1;0;0,0;0,0;0,0;0,0;0,0;BEL;MF;21;2004;1,2;0;2;2;100,0;1,64;1,64;0,0;0,0;0;0;BEL;MF;21;2004;5;110;22;3,4;1,2;0;;0;5;22;6;1,2;1;2;-1;-0,82;0,04;BEL;MF;21;2004;1,2;1;0;0;2;2;1;2;0;6;0;;;;;;;;;;;;;;;;;;;;;;;
Aurélien Scheidler;Dender;2526;BEL-Belgian Pro League;FRA;FW;27;1998;4;4;335;3,7;0;0;0;0;0;0;1;0;0,0;0,0;0,0;0,0;0,0;FRA;FW;27;1998;3,7;0;6;4;66,7;1,61;1,07;0,0;0,0;0;0;FRA;FW;27;1998;4;335;84;10,3;3,7;4;84;3;0;;0;0,5;1;5;-4;-1,07;-0,24;FRA;FW;27;1998;3,7;1;0;0;4;4;6;2;2;0;0;;;;;;;;;;;;;;;;;;;;;;;
Benjamin Fredrick;Dender;2526;BEL-Belgian Pro League;NGA;DF,MF;20;2005;14;10;860;9,6;0;0;0;0;0;0;2;0;0,0;0,0;0,0;0,0;0,0;NGA;DF,MF;20;2005;9,6;0;6;1;16,7;0,63;0,1;0,0;0,0;0;0;NGA;DF,MF;20;2005;14;860;61;26,5;9,6;10;78;4;4;20;0;0,36;7;16;-9;-0,94;-0,11;NGA;DF,MF;20;2005;9,6;2;0;0;8;5;2;18;13;14;0;;;;;;;;;;;;;;;;;;;;;;;
Bo De Kerf;Dender;2526;BEL-Belgian Pro League;BEL;DF;21;2003;8;5;459;5,1;0;0;0;0;0;0;1;1;0,0;0,0;0,0;0,0;0,0;BEL;DF;21;2003;5,1;0;4;0;0,0;0,78;0,0;0,0;;0;0;BEL;DF;21;2003;8;459;57;14,2;5,1;5;74;2;3;29;5;0,88;7;10;-3;-0,59;0,32;BEL;DF;21;2003;5,1;1;1;0;8;1;2;2;11;9;0;;;;;;;;;;;;;;;;;;;;;;;
Bruny Nsimba;Dender;2526;BEL-Belgian Pro League;BEL;FW;25;2000;28;22;1810;20,1;9;4;13;5;4;4;4;0;0,45;0,2;0,65;0,25;0,45;BEL;FW;25;2000;20,1;9;57;22;38,6;2,83;1,09;0,16;0,41;4;4;BEL;FW;25;2000;28;1810;65;55,9;20,1;22;75;7;6;26;0;0,71;22;30;-8;-0,4;1,05;BEL;FW;25;2000;20,1;4;0;0;26;36;8;35;3;5;0;;;;;;;;;;;;;;;;;;;;;;;
Bryan Goncalves;Dender;2526;BEL-Belgian Pro League;FRA;DF;29;1996;26;24;2109;23,4;1;2;3;0;1;1;5;0;0,04;0,09;0,13;0,0;0,09;FRA;DF;29;1996;23,4;1;10;4;40,0;0,43;0,17;0,1;0,25;1;1;FRA;DF;29;1996;26;2109;81;65,1;23,4;24;85;18;2;31;10;0,77;22;42;-20;-0,85;0,02;FRA;DF;29;1996;23,4;5;0;0;26;11;0;130;27;18;1;;;;;;;;;;;;;;;;;;;;;;;
David Hrnčár;Dender;2526;BEL-Belgian Pro League;SVK;MF,FW;27;1997;18;9;817;9,1;2;0;2;2;0;0;1;0;0,22;0,0;0,22;0,22;0,22;SVK;MF,FW;27;1997;9,1;2;17;8;47,1;1,87;0,88;0,12;0,25;0;0;SVK;MF,FW;27;1997;18;817;45;25,2;9,1;9;73;1;9;18;10;0,44;8;16;-8;-0,88;-0,03;SVK;MF,FW;27;1997;9,1;1;0;0;6;5;5;35;7;7;0;;;;;;;;;;;;;;;;;;;;;;;
David Toshevski;Dender;2526;BEL-Belgian Pro League;MKD;FW;24;2001;25;19;1479;16,4;4;0;4;4;0;0;5;1;0,24;0,0;0,24;0,24;0,24;MKD;FW;24;2001;16,4;4;39;12;30,8;2,37;0,73;0,1;0,33;0;0;MKD;FW;24;2001;25;1479;59;45,6;16,4;19;69;1;6;27;1;0,76;16;30;-14;-0,85;0,02;MKD;FW;24;2001;16,4;5;1;0;30;27;13;5;1;7;0;;;;;;;;;;;;;;;;;;;;;;;
Desmond Acquah;Dender;2526;BEL-Belgian Pro League;BEL;MF,FW;23;2002;11;2;243;2,7;0;1;1;0;0;0;1;0;0,0;0,37;0,37;0,0;0,37;BEL;MF,FW;23;2002;2,7;0;7;1;14,3;2,59;0,37;0,0;0,0;0;0;BEL;MF,FW;23;2002;11;243;22;7,5;2,7;2;53;0;9;15;12;1,0;3;4;-1;-0,37;0,53;BEL;MF,FW;23;2002;2,7;1;0;0;6;1;0;3;2;5;0;;;;;;;;;;;;;;;;;;;;;;;
Fabio Ferraro;Dender;2526;BEL-Belgian Pro League;BEL;DF,MF;22;2002;29;29;2524;28,0;1;3;4;1;0;0;5;0;0,04;0,11;0,14;0,04;0,14;BEL;DF,MF;22;2002;28,0;1;30;12;40,0;1,07;0,43;0,03;0,08;0;0;BEL;DF,MF;22;2002;29;2524;87;77,9;28,0;29;87;21;0;;0;0,62;21;46;-25;-0,89;-0,14;BEL;DF,MF;22;2002;28,0;5;0;0;21;20;2;115;29;42;0;;;;;;;;;;;;;;;;;;;;;;;
Gauthier Gallon;Dender;2526;BEL-Belgian Pro League;FRA;GK;32;1993;13;13;1145;12,7;0;0;0;0;0;0;1;0;0,0;0,0;0,0;0,0;0,0;FRA;GK;32;1993;12,7;0;0;0;;0,0;0,0;;;0;0;FRA;GK;32;1993;13;1145;88;35,3;12,7;13;88;12;0;;0;0,69;11;23;-12;-0,94;-0,13;FRA;GK;32;1993;12,7;1;0;0;1;1;0;0;0;0;0;FRA;GK;32;1993;13;13;1145;12,7;23;1,81;65;42;64,6;2;3;8;4;30,8;3;1;2;0;66,7
Guillaume Dietsch;Dender;2526;BEL-Belgian Pro League;FRA;GK;24;2001;14;13;1195;13,3;0;0;0;0;0;0;1;0;0,0;0,0;0,0;0,0;0,0;FRA;GK;24;2001;13,3;0;0;0;;0,0;0,0;;;0;0;FRA;GK;24;2001;14;1195;85;36,9;13,3;13;90;13;1;25;16;0,86;16;24;-8;-0,6;0,41;FRA;GK;24;2001;13,3;1;0;0;0;2;0;0;0;0;0;FRA;GK;24;2001;14;13;1195;13,3;24;1,81;76;52;68,4;3;3;7;0;0,0;2;1;1;0;50,0
Joedrick Pupe;Dender;2526;BEL-Belgian Pro League;BEL;DF;28;1997;4;4;313;3,5;0;0;0;0;0;0;1;0;0,0;0,0;0,0;0,0;0,0;BEL;DF;28;1997;3,5;0;3;1;33,3;0,86;0,29;0,0;0,0;0;0;BEL;DF;28;1997;4;313;78;9,7;3,5;4;78;2;0;;0;0,5;0;3;-3;-0,86;0,0;BEL;DF;28;1997;3,5;1;0;0;4;3;0;3;3;3;0;;;;;;;;;;;;;;;;;;;;;;;
Jordan Kadiri;Dender;2526;BEL-Belgian Pro League;NGA;FW;25;2000;13;1;270;3,0;1;0;1;1;0;0;2;0;0,33;0,0;0,33;0,33;0,33;NGA;FW;25;2000;3,0;1;11;3;27,3;3,67;1,0;0,09;0,33;0;0;NGA;FW;25;2000;13;270;21;8,3;3,0;1;65;0;12;17;11;0,23;4;9;-5;-1,67;-0,88;NGA;FW;25;2000;3,0;2;0;0;4;13;3;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;
Kobe Cools;Dender;2526;BEL-Belgian Pro League;BEL;DF;28;1997;19;15;1325;14,7;0;0;0;0;0;0;2;0;0,0;0,0;0,0;0,0;0,0;BEL;DF;28;1997;14,7;0;12;6;50,0;0,82;0,41;0,0;0,0;0;0;BEL;DF;28;1997;19;1325;70;40,9;14,7;15;85;11;4;13;5;0,79;9;21;-12;-0,82;0,08;BEL;DF;28;1997;14,7;2;0;0;21;3;2;0;17;13;0;;;;;;;;;;;;;;;;;;;;;;;
Krzysztof Kotoń;Dender;2526;BEL-Belgian Pro League;POL;MF;22;2003;13;2;380;4,2;0;0;0;0;0;0;1;0;0,0;0,0;0,0;0,0;0,0;POL;MF;22;2003;4,2;0;6;3;50,0;1,42;0,71;0,0;0,0;0;0;POL;MF;22;2003;13;380;29;11,7;4,2;2;90;2;11;18;15;0,69;4;7;-3;-0,71;0,17;POL;MF;22;2003;4,2;1;0;0;11;10;0;6;1;8;0;;;;;;;;;;;;;;;;;;;;;;;
Kéres Masangu;Dender;2526;BEL-Belgian Pro League;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BEL;MF;25;2000;0;;;;;0;;0;0;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Louis Fortin;Dender;2526;BEL-Belgian Pro League;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BEL;GK;23;2002;0;;;;;0;;0;0;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Luc De Fougerolles;Dender;2526;BEL-Belgian Pro League;CAN;DF;19;2005;27;18;1650;18,3;0;1;1;0;0;0;6;2;0,0;0,05;0,05;0,0;0,05;CAN;DF;19;2005;18,3;0;5;0;0,0;0,27;0,0;0,0;;0;0;CAN;DF;19;2005;27;1650;61;50,9;18,3;18;76;7;9;31;1;0,52;13;32;-19;-1,04;-0,36;CAN;DF;19;2005;18,3;6;2;1;26;44;2;9;19;18;0;;;;;;;;;;;;;;;;;;;;;;;
Luc Marijnissen;Dender;2526;BEL-Belgian Pro League;NED;DF;22;2003;35;35;3057;34,0;1;0;1;1;0;0;6;0;0,03;0,0;0,03;0,03;0,03;NED;DF;22;2003;34,0;1;16;6;37,5;0,47;0,18;0,06;0,17;0;0;NED;DF;22;2003;35;3057;87;94,4;34,0;35;87;31;0;;0;0,69;29;58;-29;-0,85;0,13;NED;DF;22;2003;34,0;6;0;0;35;13;2;33;41;46;0;;;;;;;;;;;;;;;;;;;;;;;
Malcolm Viltard;Dender;2526;BEL-Belgian Pro League;FRA;MF;22;2002;34;32;2550;28,3;1;1;2;1;0;0;8;1;0,04;0,04;0,07;0,04;0,07;FRA;MF;22;2002;28,3;1;12;4;33,3;0,42;0,14;0,08;0,25;0;0;FRA;MF;22;2002;34;2550;75;78,7;28,3;32;79;11;2;19;0;0,71;24;51;-27;-0,95;-0,43;FRA;MF;22;2002;28,3;8;1;1;31;37;2;43;36;42;0;;;;;;;;;;;;;;;;;;;;;;;
Marsoni Sambu;Dender;2526;BEL-Belgian Pro League;ANG;DF,MF;29;1996;29;23;2009;22,3;0;4;4;0;0;0;6;0;0,0;0,18;0,18;0,0;0,18;ANG;DF,MF;29;1996;22,3;0;11;2;18,2;0,49;0,09;0,0;0,0;0;0;ANG;DF,MF;29;1996;29;2009;69;62,0;22,3;23;81;12;6;25;1;0,79;20;41;-21;-0,94;-0,21;ANG;DF,MF;29;1996;22,3;6;0;0;18;4;7;42;23;37;0;;;;;;;;;;;;;;;;;;;;;;;
Michael Verrips;Dender;2526;BEL-Belgian Pro League;NED;GK;28;1996;10;10;900;10,0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;NED;GK;28;1996;10,0;0;0;0;;0,0;0,0;;;0;0;NED;GK;28;1996;10;900;90;27,8;10,0;10;90;10;0;;1;0,4;4;15;-11;-1,1;-0,33;NED;GK;28;1996;10,0;0;0;0;0;3;0;0;1;0;0;NED;GK;28;1996;10;10;900;10,0;15;1,5;36;21;58,3;0;4;6;2;20,0;2;2;0;0;0,0
Mohamed Berte;Dender;2526;BEL-Belgian Pro League;BEL;FW;23;2002;28;8;967;10,7;2;0;2;2;0;0;1;0;0,19;0,0;0,19;0,19;0,19;BEL;FW;23;2002;10,7;2;21;9;42,9;1,95;0,84;0,1;0,22;0;0;BEL;FW;23;2002;28;967;35;29,8;10,7;8;65;2;20;22;1;0,82;9;23;-14;-1,3;-0,63;BEL;FW;23;2002;10,7;1;0;0;18;20;1;4;1;6;0;;;;;;;;;;;;;;;;;;;;;;;
Moïse Sahi Dion;Dender;2526;BEL-Belgian Pro League;CIV;FW;23;2001;5;0;82;0,9;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;CIV;FW;23;2001;0,9;0;1;0;0,0;1,1;0,0;0,0;;0;0;CIV;FW;23;2001;5;82;16;2,5;0,9;0;;0;5;16;1;0,2;1;2;-1;-1,1;-0,24;CIV;FW;23;2001;0,9;0;0;0;0;0;1;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Nathan Rôdes;Dender;2526;BEL-Belgian Pro League;BEL;MF,DF;27;1997;33;22;1986;22,1;0;0;0;0;0;0;1;0;0,0;0,0;0,0;0,0;0,0;BEL;MF,DF;27;1997;22,1;0;20;3;15,0;0,91;0,14;0,0;0,0;0;0;BEL;MF,DF;27;1997;33;1986;60;61,3;22,1;22;83;15;11;14;3;0,76;21;38;-17;-0,77;0,23;BEL;MF,DF;27;1997;22,1;1;0;0;11;6;0;12;14;34;0;;;;;;;;;;;;;;;;;;;;;;;
Naïl Moutha-Sebtaoui;Dender;2526;BEL-Belgian Pro League;BEL;DF;19;2005;14;1;266;3,0;0;0;0;0;0;0;3;0;0,0;0,0;0,0;0,0;0,0;BEL;DF;19;2005;3,0;0;2;1;50,0;0,68;0,34;0,0;0,0;0;0;BEL;DF;19;2005;14;266;19;8,2;3,0;1;67;0;13;15;18;0,5;8;5;3;1,02;2,04;BEL;DF;19;2005;3,0;3;0;0;3;1;0;26;2;4;0;;;;;;;;;;;;;;;;;;;;;;;
Noah Mbamba;Dender;2526;BEL-Belgian Pro League;BEL;MF;20;2005;33;33;2687;29,9;2;2;4;2;0;0;4;0;0,07;0,07;0,13;0,07;0,13;BEL;MF;20;2005;29,9;2;26;9;34,6;0,87;0,3;0,08;0,22;0;0;BEL;MF;20;2005;33;2687;81;82,9;29,9;33;81;18;0;;0;0,67;23;47;-24;-0,8;0,34;BEL;MF;20;2005;29,9;4;0;0;39;48;1;11;43;58;0;;;;;;;;;;;;;;;;;;;;;;;
Oumar Baldé;Dender;2526;BEL-Belgian Pro League;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BEL;MF;18;2006;0;;;;;0;;0;0;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ragnar Oratmangoen;Dender;2526;BEL-Belgian Pro League;IDN;MF,FW;27;1998;16;3;510;5,7;1;0;1;1;0;0;1;0;0,18;0,0;0,18;0,18;0,18;IDN;MF,FW;27;1998;5,7;1;8;4;50,0;1,41;0,71;0,13;0,25;0;0;IDN;MF,FW;27;1998;16;510;32;15,7;5,7;3;73;1;13;22;3;0,56;4;13;-9;-1,59;-0,86;IDN;MF,FW;27;1998;5,7;1;0;0;9;6;2;10;2;5;0;;;;;;;;;;;;;;;;;;;;;;;
Roman Květ;Dender;2526;BEL-Belgian Pro League;CZE;MF,FW;27;1997;32;30;2545;28,3;5;0;5;5;0;0;5;0;0,18;0,0;0,18;0,18;0,18;CZE;MF,FW;27;1997;28,3;5;37;11;29,7;1,31;0,39;0,14;0,45;0;0;CZE;MF,FW;27;1997;32;2545;80;78,5;28,3;30;83;20;2;21;0;0,69;22;50;-28;-0,99;-0,6;CZE;MF,FW;27;1997;28,3;5;0;0;25;26;5;88;23;20;0;;;;;;;;;;;;;;;;;;;;;;;
Ryan Adewusi;Dender;2526;BEL-Belgian Pro League;BEL;FW;20;2005;1;0;24;0,3;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;BEL;FW;20;2005;0,3;0;0;0;;0,0;0,0;;;0;0;BEL;FW;20;2005;1;24;24;0,7;0,3;0;;0;1;24;2;0,0;0;0;0;0,0;0,87;BEL;FW;20;2005;0,3;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Victoir Lembi;Dender;2526;BEL-Belgian Pro League;BEL;DF;19;2005;2;0;45;0,5;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;BEL;DF;19;2005;0,5;0;0;0;;0,0;0,0;;;0;0;BEL;DF;19;2005;2;45;23;1,4;0,5;0;;0;2;23;4;0,0;0;0;0;0,0;0,87;BEL;DF;19;2005;0,5;0;0;0;0;0;0;0;1;2;0;;;;;;;;;;;;;;;;;;;;;;;
Aaron Bibout;Genk;2526;BEL-Belgian Pro League;CMR;FW;20;2004;20;12;1107;12,3;6;0;6;6;0;0;0;0;0,49;0,0;0,49;0,49;0,49;CMR;FW;20;2004;12,3;6;47;17;36,2;3,82;1,38;0,13;0,35;0;0;CMR;FW;20;2004;20;1107;55;30,8;12,3;12;78;4;8;21;2;1,67;17;14;3;0,24;0,21;CMR;FW;20;2004;12,3;0;0;0;20;14;20;2;0;3;0;;;;;;;;;;;;;;;;;;;;;;;
Adrián Palacios;Genk;2526;BEL-Belgian Pro League;VEN;DF;21;2004;10;2;222;2,5;0;1;1;0;0;0;0;0;0,0;0,41;0,41;0,0;0,41;VEN;DF;21;2004;2,5;0;2;0;0,0;0,81;0,0;0,0;;0;0;VEN;DF;21;2004;10;222;22;6,2;2,5;2;64;0;8;12;17;0,64;3;7;-4;-1,62;-1,83;VEN;DF;21;2004;2,5;0;0;0;3;1;0;7;5;4;0;;;;;;;;;;;;;;;;;;;;;;;
August De Wannemacker;Genk;2526;BEL-Belgian Pro League;BEL;MF;16;2008;3;0;42;0,5;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;BEL;MF;16;2008;0,5;0;0;0;;0,0;0,0;;;0;0;BEL;MF;16;2008;3;42;14;1,2;0,5;0;;0;3;14;1;2,0;0;0;0;0,0;-0,1;BEL;MF;16;2008;0,5;0;0;0;1;3;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Ayumu Yokoyama;Genk;2526;BEL-Belgian Pro League;JPN;MF;22;2003;8;2;302;3,4;1;0;1;1;0;0;0;0;0,3;0,0;0,3;0,3;0,3;JPN;MF;22;2003;3,4;1;13;6;46,2;3,87;1,79;0,08;0,17;0;0;JPN;MF;22;2003;8;302;38;8,4;3,4;2;80;1;6;24;6;1,33;3;2;1;0,3;0,22;JPN;MF;22;2003;3,4;0;0;0;2;4;1;25;2;3;0;;;;;;;;;;;;;;;;;;;;;;;
Brent Stevens;Genk;2526;BEL-Belgian Pro League;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BEL;GK;21;2003;0;;;;;0;;0;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bryan Heynen;Genk;2526;BEL-Belgian Pro League;BEL;MF;28;1997;39;39;3479;38,7;4;1;5;4;0;0;5;0;0,1;0,03;0,13;0,1;0,13;BEL;MF;28;1997;38,7;4;45;11;24,4;1,16;0,28;0,09;0,36;0;0;BEL;MF;28;1997;39;3479;89;96,6;38,7;39;89;35;0;;0;1,5;55;51;4;0,1;0,1;BEL;MF;28;1997;38,7;5;0;0;44;40;0;23;45;64;1;;;;;;;;;;;;;;;;;;;;;;;
Daan Heymans;Genk;2526;BEL-Belgian Pro League;BEL;MF;26;1999;30;27;2244;24,9;10;4;14;7;3;4;3;0;0,4;0,16;0,56;0,28;0,44;BEL;MF;26;1999;24,9;10;58;24;41,4;2,33;0,96;0,17;0,42;3;4;BEL;MF;26;1999;30;2244;75;62,3;24,9;27;82;13;3;12;0;1,45;36;34;2;0,08;-0,05;BEL;MF;26;1999;24,9;3;0;0;31;24;6;18;18;35;0;;;;;;;;;;;;;;;;;;;;;;;
Hendrik Van Crombrugge;Genk;2526;BEL-Belgian Pro League;BEL;GK;32;1993;12;12;1080;12,0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;BEL;GK;32;1993;12,0;0;0;0;;0,0;0,0;;;0;0;BEL;GK;32;1993;12;1080;90;30,0;12,0;12;90;12;0;;19;1,42;18;18;0;0,0;-0,14;BEL;GK;32;1993;12,0;0;0;0;0;1;0;0;1;0;0;BEL;GK;32;1993;12;12;1080;12,0;18;1,5;58;40;69,0;4;5;3;1;8,3;1;1;0;0;0,0
Ibrahima Sory Bangoura;Genk;2526;BEL-Belgian Pro League;GUI;MF;21;2004;27;17;1393;15,5;0;0;0;0;0;0;4;0;0,0;0,0;0,0;0,0;0,0;GUI;MF;21;2004;15,5;0;7;3;42,9;0,45;0,19;0,0;0,0;0;0;GUI;MF;21;2004;27;1393;52;38,7;15,5;17;74;6;10;13;8;1,5;25;18;7;0,45;0,57;GUI;MF;21;2004;15,5;4;0;0;40;7;0;1;20;32;0;;;;;;;;;;;;;;;;;;;;;;;
Jarne Steuckers;Genk;2526;BEL-Belgian Pro League;BEL;MF;23;2002;29;15;1439;16,0;0;6;6;0;0;0;1;0;0,0;0,38;0,38;0,0;0,38;BEL;MF;23;2002;16,0;0;28;7;25,0;1,75;0,44;0,0;0,0;0;0;BEL;MF;23;2002;29;1439;50;40,0;16,0;15;80;7;14;17;10;1,33;20;25;-5;-0,31;-0,69;BEL;MF;23;2002;16,0;1;0;0;7;9;1;137;3;6;0;;;;;;;;;;;;;;;;;;;;;;;
