player;team;season;league;fbref_standard_nation;fbref_standard_pos;fbref_standard_age;fbref_standard_born;fbref_standard_playing_time_mp;fbref_standard_playing_time_starts;fbref_standard_playing_time_min;fbref_standard_playing_time_90s;fbref_standard_performance_gls;fbref_standard_performance_ast;fbref_standard_performance_g_plus_a;fbref_standard_performance_g_pk;fbref_standard_performance_pk;fbref_standard_performance_pkatt;fbref_standard_performance_crdy;fbref_standard_performance_crdr;fbref_standard_per_90_minutes_gls;fbref_standard_per_90_minutes_ast;fbref_standard_per_90_minutes_g_plus_a;fbref_standard_per_90_minutes_g_pk;fbref_standard_per_90_minutes_g_plus_a_pk;fbref_shooting_nation;fbref_shooting_pos;fbref_shooting_age;fbref_shooting_born;fbref_shooting_90s;fbref_shooting_standard_gls;fbref_shooting_standard_sh;fbref_shooting_standard_sot;fbref_shooting_standard_sotpct;fbref_shooting_standard_sh_per_90;fbref_shooting_standard_sot_per_90;fbref_shooting_standard_g_per_sh;fbref_shooting_standard_g_per_sot;fbref_shooting_standard_pk;fbref_shooting_standard_pkatt;fbref_playing_time_nation;fbref_playing_time_pos;fbref_playing_time_age;fbref_playing_time_born;fbref_playing_time_playing_time_mp;fbref_playing_time_playing_time_min;fbref_playing_time_playing_time_mn_per_mp;fbref_playing_time_playing_time_minpct;fbref_playing_time_playing_time_90s;fbref_playing_time_starts_starts;fbref_playing_time_starts_mn_per_start;fbref_playing_time_starts_compl;fbref_playing_time_subs_subs;fbref_playing_time_subs_mn_per_sub;fbref_playing_time_subs_unsub;fbref_playing_time_team_success_ppm;fbref_playing_time_team_success_ong;fbref_playing_time_team_success_onga;fbref_playing_time_team_success_plus_minus;fbref_playing_time_team_success_plus_minus90;fbref_playing_time_team_success_on_off;fbref_misc_nation;fbref_misc_pos;fbref_misc_age;fbref_misc_born;fbref_misc_90s;fbref_misc_performance_crdy;fbref_misc_performance_crdr;fbref_misc_performance_2crdy;fbref_misc_performance_fls;fbref_misc_performance_fld;fbref_misc_performance_off;fbref_misc_performance_crs;fbref_misc_performance_int;fbref_misc_performance_tklw;fbref_misc_performance_og;fbref_keeper_nation;fbref_keeper_pos;fbref_keeper_age;fbref_keeper_born;fbref_keeper_playing_time_mp;fbref_keeper_playing_time_starts;fbref_keeper_playing_time_min;fbref_keeper_playing_time_90s;fbref_keeper_performance_ga;fbref_keeper_performance_ga90;fbref_keeper_performance_sota;fbref_keeper_performance_saves;fbref_keeper_performance_savepct;fbref_keeper_performance_w;fbref_keeper_performance_d;fbref_keeper_performance_l;fbref_keeper_performance_cs;fbref_keeper_performance_cspct;fbref_keeper_penalty_kicks_pkatt;fbref_keeper_penalty_kicks_pka;fbref_keeper_penalty_kicks_pksv;fbref_keeper_penalty_kicks_pkm;fbref_keeper_penalty_kicks_savepct
Abde Rebbach;Alavés;2526;ESP-La Liga;ALG;MF,DF;26;1998;30;15;1496;16,6;1;4;5;1;0;0;8;0;0,06;0,24;0,3;0,06;0,3;ALG;MF,DF;26;1998;16,6;1;34;12;35,3;2,05;0,72;0,03;0,08;0;0;ALG;MF,DF;26;1998;30;1496;50;43,7;16,6;15;76;7;15;24;7;1,13;21;21;0;0,0;0,56;ALG;MF,DF;26;1998;16,6;8;0;0;40;30;5;109;16;21;0;;;;;;;;;;;;;;;;;;;;;;;
Aitor Mañas;Alavés;2526;ESP-La Liga;ESP;FW;22;2003;9;0;122;1,4;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;ESP;FW;22;2003;1,4;0;2;1;50,0;1,48;0,74;0,0;0,0;0;0;ESP;FW;22;2003;9;122;14;3,6;1,4;0;;0;9;14;10;1,0;2;3;-1;-0,74;-0,44;ESP;FW;22;2003;1,4;0;0;0;2;1;0;0;1;2;0;;;;;;;;;;;;;;;;;;;;;;;
Ander Guevara;Alavés;2526;ESP-La Liga;ESP;MF;28;1997;25;2;654;7,3;1;1;2;1;0;0;4;1;0,14;0,14;0,28;0,14;0,28;ESP;MF;28;1997;7,3;1;5;1;20,0;0,69;0,14;0,2;1,0;0;0;ESP;MF;28;1997;25;654;26;19,1;7,3;2;83;1;23;21;12;1,0;15;14;1;0,14;0,56;ESP;MF;28;1997;7,3;4;1;1;11;5;0;6;9;8;0;;;;;;;;;;;;;;;;;;;;;;;
Antonio Blanco;Alavés;2526;ESP-La Liga;ESP;MF;25;2000;36;36;3110;34,6;2;3;5;2;0;0;9;0;0,06;0,09;0,14;0,06;0,14;ESP;MF;25;2000;34,6;2;40;13;32,5;1,16;0,38;0,05;0,15;0;0;ESP;MF;25;2000;36;3110;86;90,9;34,6;36;86;28;0;;1;1,08;36;52;-16;-0,46;-1,62;ESP;MF;25;2000;34,6;9;0;0;71;43;2;30;51;49;0;;;;;;;;;;;;;;;;;;;;;;;
Antonio Sivera;Alavés;2526;ESP-La Liga;ESP;GK;28;1996;38;38;3420;38,0;0;0;0;0;0;0;3;0;0,0;0,0;0,0;0,0;0,0;ESP;GK;28;1996;38,0;0;0;0;;0,0;0,0;;;0;0;ESP;GK;28;1996;38;3420;90;100,0;38,0;38;90;38;0;;0;1,13;44;56;-12;-0,32;;ESP;GK;28;1996;38,0;3;0;0;1;1;0;0;0;1;1;ESP;GK;28;1996;38;38;3420;38,0;56;1,47;153;97;63,4;11;10;17;5;13,2;5;5;0;0;0,0
Calebe;Alavés;2526;ESP-La Liga;BRA;MF;25;2000;19;13;752;8,4;0;0;0;0;0;0;2;0;0,0;0,0;0,0;0,0;0,0;BRA;MF;25;2000;8,4;0;5;1;20,0;0,6;0,12;0,0;0,0;0;0;BRA;MF;25;2000;19;752;40;22,0;8,4;13;52;0;6;13;18;1,21;8;8;0;0,0;0,4;BRA;MF;25;2000;8,4;2;0;0;18;19;0;16;9;14;0;;;;;;;;;;;;;;;;;;;;;;;
Carles Aleñá;Alavés;2526;ESP-La Liga;ESP;MF;27;1998;34;23;1989;22,1;0;4;4;0;0;0;5;0;0,0;0,18;0,18;0,0;0,18;ESP;MF;27;1998;22,1;0;29;5;17,2;1,31;0,23;0,0;0,0;0;0;ESP;MF;27;1998;34;1989;59;58,2;22,1;23;73;4;11;27;3;1,06;23;35;-12;-0,54;-0,54;ESP;MF;27;1998;22,1;5;0;0;38;36;1;121;12;24;0;;;;;;;;;;;;;;;;;;;;;;;
Carlos Ballestero;Alavés;2526;ESP-La Liga;ESP;DF;21;2004;1;0;1;0,0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;ESP;DF;21;2004;0,0;0;0;0;;0,0;0,0;;;0;0;ESP;DF;21;2004;1;1;1;0,0;0,0;0;;0;1;1;8;1,0;0;1;-1;-90,0;-89,71;ESP;DF;21;2004;0,0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Carlos Benavídez;Alavés;2526;ESP-La Liga;URU;DF;27;1998;13;3;324;3,6;0;0;0;0;0;0;2;1;0,0;0,0;0,0;0,0;0,0;URU;DF;27;1998;3,6;0;3;2;66,7;0,83;0,56;0,0;0,0;0;0;URU;DF;27;1998;13;324;25;9,5;3,6;3;55;1;10;16;14;1,62;5;6;-1;-0,28;0,04;URU;DF;27;1998;3,6;2;1;1;8;2;0;1;3;6;0;;;;;;;;;;;;;;;;;;;;;;;
Carlos Vicente;Alavés;2526;ESP-La Liga;ESP;MF;26;1999;21;11;1258;14,0;5;0;5;2;3;3;1;0;0,36;0,0;0,36;0,14;0,14;ESP;MF;26;1999;14,0;5;12;6;50,0;0,86;0,43;0,42;0,83;3;3;ESP;MF;26;1999;21;1258;60;36,8;14,0;11;79;6;10;39;0;1,05;12;19;-7;-0,5;-0,29;ESP;MF;26;1999;14,0;1;0;0;12;42;10;128;7;18;0;;;;;;;;;;;;;;;;;;;;;;;
Denis Suárez;Alavés;2526;ESP-La Liga;ESP;MF;31;1994;30;15;1406;15,6;1;2;3;1;0;0;6;0;0,06;0,13;0,19;0,06;0,19;ESP;MF;31;1994;15,6;1;9;4;44,4;0,58;0,26;0,11;0,25;0;0;ESP;MF;31;1994;30;1406;47;41,1;15,6;15;69;0;15;24;2;1,07;21;21;0;0,0;0,54;ESP;MF;31;1994;15,6;6;0;0;20;26;0;41;7;12;0;;;;;;;;;;;;;;;;;;;;;;;
Diego Morcillo;Alavés;2526;ESP-La Liga;ESP;FW;22;2003;1;0;10;0,1;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;ESP;FW;22;2003;0,1;0;1;0;0,0;9,0;0,0;0,0;;0;0;ESP;FW;22;2003;1;10;10;0,3;0,1;0;;0;1;10;5;0,0;0;0;0;0,0;0,32;ESP;FW;22;2003;0,1;0;0;0;1;1;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Egoitz Muñoz;Alavés;2526;ESP-La Liga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESP;DF;20;2005;0;;;;;0;;0;0;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Facundo Garcés;Alavés;2526;ESP-La Liga;MAS;DF;25;1999;10;8;793;8,8;0;0;0;0;0;0;3;0;0,0;0,0;0,0;0,0;0,0;MAS;DF;25;1999;8,8;0;8;4;50,0;0,91;0,45;0,0;0,0;0;0;MAS;DF;25;1999;10;793;79;23,2;8,8;8;90;8;2;37;1;1,2;8;11;-3;-0,34;-0,03;MAS;DF;25;1999;8,8;3;0;0;13;3;2;1;7;8;0;;;;;;;;;;;;;;;;;;;;;;;
Grégoire Swiderski;Alavés;2526;ESP-La Liga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CAN;GK;19;2005;0;;;;;0;;0;0;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ibrahim Diabaté;Alavés;2526;ESP-La Liga;CIV;FW;25;1999;10;6;578;6,4;2;0;2;2;0;0;1;0;0,31;0,0;0,31;0,31;0,31;CIV;FW;25;1999;6,4;2;15;5;33,3;2,34;0,78;0,13;0,4;0;0;CIV;FW;25;1999;10;578;58;16,9;6,4;6;69;0;4;41;4;1,5;14;8;6;0,93;1,5;CIV;FW;25;1999;6,4;1;0;0;6;5;3;0;2;1;0;;;;;;;;;;;;;;;;;;;;;;;
Izei Hernandez;Alavés;2526;ESP-La Liga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESP;FW;18;2007;0;;;;;0;;0;0;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jon Guridi;Alavés;2526;ESP-La Liga;ESP;MF,FW;30;1995;28;15;1238;13,8;0;0;0;0;0;0;1;0;0,0;0,0;0,0;0,0;0,0;ESP;MF,FW;30;1995;13,8;0;15;4;26,7;1,09;0,29;0,0;0,0;0;0;ESP;MF,FW;30;1995;28;1238;44;36,2;13,8;15;66;1;13;19;9;1,11;15;25;-10;-0,73;-0,64;ESP;MF,FW;30;1995;13,8;1;0;0;15;8;2;12;10;19;0;;;;;;;;;;;;;;;;;;;;;;;
Jon Pacheco;Alavés;2526;ESP-La Liga;ESP;DF;24;2001;22;20;1735;19,3;0;0;0;0;0;0;5;1;0,0;0,0;0,0;0,0;0,0;ESP;DF;24;2001;19,3;0;4;1;25,0;0,21;0,05;0,0;0,0;0;0;ESP;DF;24;2001;22;1735;79;50,7;19,3;20;85;17;2;13;11;1,14;17;29;-12;-0,62;-0,62;ESP;DF;24;2001;19,3;5;1;1;14;7;1;4;11;16;0;;;;;;;;;;;;;;;;;;;;;;;
Jonny Castro;Alavés;2526;ESP-La Liga;ESP;DF;31;1994;34;34;2994;33,3;0;0;0;0;0;0;7;0;0,0;0,0;0,0;0,0;0,0;ESP;DF;31;1994;33,3;0;9;3;33,3;0,27;0,09;0,0;0,0;0;0;ESP;DF;31;1994;34;2994;88;87,5;33,3;34;88;30;0;;3;1,06;39;52;-13;-0,39;-0,6;ESP;DF;31;1994;33,3;7;0;0;37;30;1;23;40;41;0;;;;;;;;;;;;;;;;;;;;;;;
Lander Pinillos;Alavés;2526;ESP-La Liga;ESP;MF;21;2003;1;0;2;0,0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;ESP;MF;21;2003;0,0;0;0;0;;0,0;0,0;;;0;0;ESP;MF;21;2003;1;2;2;0,1;0,0;0;;0;1;2;7;0,0;0;0;0;0,0;0,32;ESP;MF;21;2003;0,0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Lucas Boyé;Alavés;2526;ESP-La Liga;ARG;FW;29;1996;29;22;1958;21,8;11;1;12;8;3;3;4;1;0,51;0,05;0,55;0,37;0,41;ARG;FW;29;1996;21,8;11;63;21;33,3;2,9;0,97;0,17;0,52;3;3;ARG;FW;29;1996;29;1958;68;57,3;21,8;22;80;15;7;27;0;1,21;25;32;-7;-0,32;-0,01;ARG;FW;29;1996;21,8;4;1;1;58;39;10;10;7;25;0;;;;;;;;;;;;;;;;;;;;;;;
Mariano;Alavés;2526;ESP-La Liga;DOM;FW;31;1993;10;3;288;3,2;0;0;0;0;0;0;1;0;0,0;0,0;0,0;0,0;0,0;DOM;FW;31;1993;3,2;0;6;3;50,0;1,87;0,94;0,0;0,0;0;0;DOM;FW;31;1993;10;288;29;8,4;3,2;3;56;0;7;17;17;0,8;2;4;-2;-0,62;-0,34;DOM;FW;31;1993;3,2;1;0;0;13;0;6;3;0;1;0;;;;;;;;;;;;;;;;;;;;;;;
Moussa Diarra;Alavés;2526;ESP-La Liga;MLI;DF;24;2000;3;3;216;2,4;0;0;0;0;0;0;1;0;0,0;0,0;0,0;0,0;0,0;MLI;DF;24;2000;2,4;0;0;0;;0,0;0,0;;;0;0;MLI;DF;24;2000;3;216;72;6,3;2,4;3;72;0;0;;11;1,33;3;3;0;0,0;0,34;MLI;DF;24;2000;2,4;1;0;0;4;1;0;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;
Nahuel Tenaglia;Alavés;2526;ESP-La Liga;ARG;DF;29;1996;36;36;3239;36,0;2;0;2;2;0;0;3;0;0,06;0,0;0,06;0,06;0,06;ARG;DF;29;1996;36,0;2;24;8;33,3;0,67;0,22;0,08;0,25;0;0;ARG;DF;29;1996;36;3239;90;94,7;36,0;36;90;35;0;;2;1,08;41;53;-12;-0,33;-0,33;ARG;DF;29;1996;36,0;3;0;0;31;42;5;17;47;43;0;;;;;;;;;;;;;;;;;;;;;;;
Nikola Maraš;Alavés;2526;ESP-La Liga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SRB;DF;29;1995;0;;;;;0;;0;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pablo Ibáñez;Alavés;2526;ESP-La Liga;ESP;MF;26;1998;37;28;2236;24,8;1;1;2;1;0;0;7;0;0,04;0,04;0,08;0,04;0,08;ESP;MF;26;1998;24,8;1;47;13;27,7;1,89;0,52;0,02;0,08;0;0;ESP;MF;26;1998;37;2236;60;65,4;24,8;28;71;6;9;27;0;1,16;22;33;-11;-0,44;-0,37;ESP;MF;26;1998;24,8;7;0;0;38;66;3;38;21;37;0;;;;;;;;;;;;;;;;;;;;;;;
Paco Sanz;Alavés;2526;ESP-La Liga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESP;DF;20;2004;0;;;;;0;;0;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Raúl Fernández;Alavés;2526;ESP-La Liga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESP;GK;37;1988;0;;;;;0;;0;0;;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rubén Montero;Alavés;2526;ESP-La Liga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESP;GK;19;2005;0;;;;;0;;0;0;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Toni Martínez;Alavés;2526;ESP-La Liga;ESP;FW;28;1997;37;32;2714;30,2;14;3;17;13;1;1;2;0;0,46;0,1;0,56;0,43;0,53;ESP;FW;28;1997;30,2;14;93;36;38,7;3,08;1,19;0,15;0,39;1;1;ESP;FW;28;1997;37;2714;73;79,4;30,2;32;80;12;5;28;1;1,08;40;41;-1;-0,03;1,37;ESP;FW;28;1997;30,2;2;0;0;46;37;13;14;4;15;0;;;;;;;;;;;;;;;;;;;;;;;
Victor Parada;Alavés;2526;ESP-La Liga;ESP;DF;23;2002;30;25;2146;23,8;0;3;3;0;0;0;9;1;0,0;0,13;0,13;0,0;0,13;ESP;DF;23;2002;23,8;0;12;3;25,0;0,5;0,13;0,0;0,0;0;0;ESP;DF;23;2002;30;2146;72;62,7;23,8;25;82;15;5;18;6;1,23;30;38;-8;-0,34;-0,05;ESP;DF;23;2002;23,8;9;1;1;29;15;4;31;9;14;0;;;;;;;;;;;;;;;;;;;;;;;
Ville Koski;Alavés;2526;ESP-La Liga;FIN;DF;23;2002;5;3;282;3,1;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;FIN;DF;23;2002;3,1;0;1;1;100,0;0,32;0,32;0,0;0,0;0;0;FIN;DF;23;2002;5;282;56;8,2;3,1;3;90;3;2;6;7;2,0;3;3;0;0,0;0,34;FIN;DF;23;2002;3,1;0;0;0;2;0;0;0;4;3;0;;;;;;;;;;;;;;;;;;;;;;;
Xanet Olaiz;Alavés;2526;ESP-La Liga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESP;DF;20;2005;0;;;;;0;;0;0;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Youssef Lekhedim;Alavés;2526;ESP-La Liga;ESP;DF,MF;19;2005;25;13;1335;14,8;0;1;1;0;0;0;7;0;0,0;0,07;0,07;0,0;0,07;ESP;DF,MF;19;2005;14,8;0;11;3;27,3;0,74;0,2;0,0;0,0;0;0;ESP;DF,MF;19;2005;25;1335;53;39,0;14,8;13;83;7;12;21;11;1,15;19;22;-3;-0,2;0,19;ESP;DF,MF;19;2005;14,8;7;0;0;24;13;0;61;12;10;0;;;;;;;;;;;;;;;;;;;;;;;
Ángel Pérez;Alavés;2526;ESP-La Liga;ESP;MF,DF;22;2002;16;14;1288;14,3;1;3;4;1;0;0;4;0;0,07;0,21;0,28;0,07;0,28;ESP;MF,DF;22;2002;14,3;1;14;4;28,6;0,98;0,28;0,07;0,25;0;0;ESP;MF,DF;22;2002;16;1288;81;37,7;14,3;14;88;10;2;30;1;1,13;22;25;-3;-0,21;0,17;ESP;MF,DF;22;2002;14,3;4;0;0;16;17;6;85;9;13;0;;;;;;;;;;;;;;;;;;;;;;;
Adama Boiro;Athletic Club;2526;ESP-La Liga;ESP;DF;23;2002;14;8;815;9,1;0;0;0;0;0;0;1;0;0,0;0,0;0,0;0,0;0,0;ESP;DF;23;2002;9,1;0;2;0;0,0;0,22;0,0;0,0;;0;0;ESP;DF;23;2002;14;815;58;23,8;9,1;8;83;6;6;26;24;0,86;8;20;-12;-1,33;-1,22;ESP;DF;23;2002;9,1;1;0;0;6;11;0;24;18;11;0;;;;;;;;;;;;;;;;;;;;;;;
Aitor Paredes;Athletic Club;2526;ESP-La Liga;ESP;DF;25;2000;19;18;1630;18,1;2;0;2;2;0;0;4;0;0,11;0,0;0,11;0,11;0,11;ESP;DF;25;2000;18,1;2;13;4;30,8;0,72;0,22;0,15;0,5;0;0;ESP;DF;25;2000;19;1630;86;47,7;18,1;18;90;18;1;10;15;1,32;26;28;-2;-0,11;0,54;ESP;DF;25;2000;18,1;4;0;0;19;7;0;1;26;12;0;;;;;;;;;;;;;;;;;;;;;;;
Alejandro Rego;Athletic Club;2526;ESP-La Liga;ESP;MF;22;2003;29;11;1279;14,2;1;1;2;1;0;0;6;0;0,07;0,07;0,14;0,07;0,14;ESP;MF;22;2003;14,2;1;12;3;25,0;0,84;0,21;0,08;0,33;0;0;ESP;MF;22;2003;29;1279;44;37,4;14,2;11;76;5;18;25;7;1,31;20;23;-3;-0,21;0,29;ESP;MF;22;2003;14,2;6;0;0;40;6;0;6;21;20;0;;;;;;;;;;;;;;;;;;;;;;;
Alex Padilla;Athletic Club;2526;ESP-La Liga;ESP;GK;21;2003;1;1;90;1,0;0;0;0;0;0;0;0;1;0,0;0,0;0,0;0,0;0,0;ESP;GK;21;2003;1,0;0;0;0;;0,0;0,0;;;0;0;ESP;GK;21;2003;1;90;90;2,6;1,0;1;90;1;0;;33;1,5;4;4;0;0,0;0,41;ESP;GK;21;2003;1,0;0;1;0;0;0;0;0;0;0;0;ESP;GK;21;2003;1;1;90;1,0;4;4,0;8;4;50,0;0;0;1;0;0,0;0;0;0;0;
Andoni Gorosabel;Athletic Club;2526;ESP-La Liga;ESP;DF;28;1996;24;15;1360;15,1;0;1;1;0;0;0;3;0;0,0;0,07;0,07;0,0;0,07;ESP;DF;28;1996;15,1;0;5;1;20,0;0,33;0,07;0,0;0,0;0;0;ESP;DF;28;1996;24;1360;57;39,8;15,1;15;78;8;9;21;13;1,21;19;26;-7;-0,46;-0,11;ESP;DF;28;1996;15,1;3;0;0;13;12;0;55;18;24;0;;;;;;;;;;;;;;;;;;;;;;;
Asier Hierro;Athletic Club;2526;ESP-La Liga;ESP;FW;20;2005;1;0;34;0,4;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;ESP;FW;20;2005;0,4;0;1;0;0,0;2,65;0,0;0,0;;0;0;ESP;FW;20;2005;1;34;34;1,0;0,4;0;;0;1;34;2;0,0;0;0;0;0,0;0,4;ESP;FW;20;2005;0,4;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Aymeric Laporte;Athletic Club;2526;ESP-La Liga;ESP;DF;31;1994;25;24;2058;22,9;0;1;1;0;0;0;4;0;0,0;0,04;0,04;0,0;0,04;ESP;DF;31;1994;22,9;0;15;5;33,3;0,66;0,22;0,0;0,0;0;0;ESP;DF;31;1994;25;2058;82;60,2;22,9;24;85;20;1;27;2;1,24;24;35;-11;-0,48;-0,22;ESP;DF;31;1994;22,9;4;0;0;9;13;1;2;27;17;0;;;;;;;;;;;;;;;;;;;;;;;
Beñat Prados;Athletic Club;2526;ESP-La Liga;ESP;MF;24;2001;2;1;85;0,9;0;0;0;0;0;0;1;0;0,0;0,0;0,0;0,0;0,0;ESP;MF;24;2001;0,9;0;1;0;0,0;1,06;0,0;0,0;;0;0;ESP;MF;24;2001;2;85;43;2,5;0,9;1;61;0;1;24;1;3,0;1;0;1;1,06;1,49;ESP;MF;24;2001;0,9;1;0;0;5;0;0;0;2;2;0;;;;;;;;;;;;;;;;;;;;;;;
Daniel Vivian;Athletic Club;2526;ESP-La Liga;ESP;DF;26;1999;31;28;2564;28,5;1;0;1;1;0;0;8;1;0,04;0,0;0,04;0,04;0,04;ESP;DF;26;1999;28,5;1;17;6;35,3;0,6;0,21;0,06;0,17;0;0;ESP;DF;26;1999;31;2564;83;75,0;28,5;28;87;26;3;40;1;1,06;28;44;-16;-0,56;-0,67;ESP;DF;26;1999;28,5;8;1;0;38;17;1;11;34;38;0;;;;;;;;;;;;;;;;;;;;;;;
Eder García;Athletic Club;2526;ESP-La Liga;ESP;FW;21;2004;2;0;38;0,4;0;0;0;0;0;0;1;0;0,0;0,0;0,0;0,0;0,0;ESP;FW;21;2004;0,4;0;1;0;0,0;2,37;0,0;0,0;;0;0;ESP;FW;21;2004;2;38;19;1,1;0,4;0;;0;2;19;3;1,5;1;0;1;2,37;2,79;ESP;FW;21;2004;0,4;1;0;0;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Elijah Gift;Athletic Club;2526;ESP-La Liga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESP;MF;19;2006;0;;;;;0;;0;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endika Buján;Athletic Club;2526;ESP-La Liga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESP;FW;22;2003;0;;;;;0;;0;0;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gorka Guruzeta;Athletic Club;2526;ESP-La Liga;ESP;FW;28;1996;35;28;2363;26,3;10;3;13;9;1;1;6;1;0,38;0,11;0,5;0,34;0,46;ESP;FW;28;1996;26,3;10;84;32;38,1;3,2;1,22;0,12;0,31;1;1;ESP;FW;28;1996;35;2363;68;69,1;26,3;28;77;13;7;29;2;1,2;31;37;-6;-0,23;0,54;ESP;FW;28;1996;26,3;6;1;1;49;30;11;7;11;6;0;;;;;;;;;;;;;;;;;;;;;;;
Ibon Sánchez;Athletic Club;2526;ESP-La Liga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESP;MF;21;2004;0;;;;;0;;0;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Iker Monreal;Athletic Club;2526;ESP-La Liga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESP;DF;20;2005;0;;;;;0;;0;0;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Iñaki Williams;Athletic Club;2526;ESP-La Liga;GHA;MF,FW;31;1994;30;25;2157;24,0;3;6;9;2;1;1;2;0;0,13;0,25;0,38;0,08;0,33;GHA;MF,FW;31;1994;24,0;3;57;20;35,1;2,38;0,83;0,05;0,15;1;1;GHA;MF,FW;31;1994;30;2157;72;63,1;24,0;25;78;10;5;39;0;1,2;25;34;-9;-0,38;0,05;GHA;MF,FW;31;1994;24,0;2;0;0;28;23;10;67;8;9;0;;;;;;;;;;;;;;;;;;;;;;;
Iñigo Lekue;Athletic Club;2526;ESP-La Liga;ESP;DF;32;1993;11;8;600;6,7;0;0;0;0;0;0;2;2;0,0;0,0;0,0;0,0;0,0;ESP;DF;32;1993;6,7;0;3;1;33,3;0,45;0,15;0,0;0,0;0;0;ESP;DF;32;1993;11;600;55;17,5;6,7;8;70;4;3;14;17;1,25;10;14;-4;-0,6;-0,25;ESP;DF;32;1993;6,7;2;2;0;12;0;0;19;4;10;0;;;;;;;;;;;;;;;;;;;;;;;
Iñigo Ruiz de Galarreta;Athletic Club;2526;ESP-La Liga;ESP;MF;31;1993;34;30;2206;24,5;1;2;3;1;0;0;10;0;0,04;0,08;0,12;0,04;0,12;ESP;MF;31;1993;24,5;1;20;2;10,0;0,82;0,08;0,05;0,5;0;0;ESP;MF;31;1993;34;2206;65;64,5;24,5;30;68;4;4;45;1;1,15;28;37;-9;-0,37;0,08;ESP;MF;31;1993;24,5;10;0;0;54;41;0;62;24;32;0;;;;;;;;;;;;;;;;;;;;;;;
Jesús Areso;Athletic Club;2526;ESP-La Liga;ESP;DF;26;1999;26;14;1506;16,7;0;1;1;0;0;0;3;0;0,0;0,06;0,06;0,0;0,06;ESP;DF;26;1999;16,7;0;3;0;0,0;0,18;0,0;0,0;;0;0;ESP;DF;26;1999;26;1506;58;44,0;16,7;14;83;7;12;29;11;1,12;18;23;-5;-0,3;0,17;ESP;DF;26;1999;16,7;3;0;0;19;7;1;86;20;16;0;;;;;;;;;;;;;;;;;;;;;;;
Jon de Luis;Athletic Club;2526;ESP-La Liga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESP;DF;21;2003;0;;;;;0;;0;0;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
