player;team;season;league;fbref_standard_nation;fbref_standard_pos;fbref_standard_age;fbref_standard_born;fbref_standard_playing_time_mp;fbref_standard_playing_time_starts;fbref_standard_playing_time_min;fbref_standard_playing_time_90s;fbref_standard_performance_gls;fbref_standard_performance_ast;fbref_standard_performance_g_plus_a;fbref_standard_performance_g_pk;fbref_standard_performance_pk;fbref_standard_performance_pkatt;fbref_standard_performance_crdy;fbref_standard_performance_crdr;fbref_standard_per_90_minutes_gls;fbref_standard_per_90_minutes_ast;fbref_standard_per_90_minutes_g_plus_a;fbref_standard_per_90_minutes_g_pk;fbref_standard_per_90_minutes_g_plus_a_pk;fbref_shooting_nation;fbref_shooting_pos;fbref_shooting_age;fbref_shooting_born;fbref_shooting_90s;fbref_shooting_standard_gls;fbref_shooting_standard_sh;fbref_shooting_standard_sot;fbref_shooting_standard_sotpct;fbref_shooting_standard_sh_per_90;fbref_shooting_standard_sot_per_90;fbref_shooting_standard_g_per_sh;fbref_shooting_standard_g_per_sot;fbref_shooting_standard_pk;fbref_shooting_standard_pkatt;fbref_playing_time_nation;fbref_playing_time_pos;fbref_playing_time_age;fbref_playing_time_born;fbref_playing_time_playing_time_mp;fbref_playing_time_playing_time_min;fbref_playing_time_playing_time_mn_per_mp;fbref_playing_time_playing_time_minpct;fbref_playing_time_playing_time_90s;fbref_playing_time_starts_starts;fbref_playing_time_starts_mn_per_start;fbref_playing_time_starts_compl;fbref_playing_time_subs_subs;fbref_playing_time_subs_mn_per_sub;fbref_playing_time_subs_unsub;fbref_playing_time_team_success_ppm;fbref_playing_time_team_success_ong;fbref_playing_time_team_success_onga;fbref_playing_time_team_success_plus_minus;fbref_playing_time_team_success_plus_minus90;fbref_playing_time_team_success_on_off;fbref_misc_nation;fbref_misc_pos;fbref_misc_age;fbref_misc_born;fbref_misc_90s;fbref_misc_performance_crdy;fbref_misc_performance_crdr;fbref_misc_performance_2crdy;fbref_misc_performance_fls;fbref_misc_performance_fld;fbref_misc_performance_off;fbref_misc_performance_crs;fbref_misc_performance_int;fbref_misc_performance_tklw;fbref_misc_performance_og;fbref_keeper_nation;fbref_keeper_pos;fbref_keeper_age;fbref_keeper_born;fbref_keeper_playing_time_mp;fbref_keeper_playing_time_starts;fbref_keeper_playing_time_min;fbref_keeper_playing_time_90s;fbref_keeper_performance_ga;fbref_keeper_performance_ga90;fbref_keeper_performance_sota;fbref_keeper_performance_saves;fbref_keeper_performance_savepct;fbref_keeper_performance_w;fbref_keeper_performance_d;fbref_keeper_performance_l;fbref_keeper_performance_cs;fbref_keeper_performance_cspct;fbref_keeper_penalty_kicks_pkatt;fbref_keeper_penalty_kicks_pka;fbref_keeper_penalty_kicks_pksv;fbref_keeper_penalty_kicks_pkm;fbref_keeper_penalty_kicks_savepct
Marius Wolf;Augsburg;2526;GER-Bundesliga;GER;MF;30;1995;29;12;1019;11,3;1;1;2;1;0;0;4;0;0,09;0,09;0,18;0,09;0,18;GER;MF;30;1995;11,3;1;14;5;35,7;1,24;0,44;0,07;0,2;0;0;GER;MF;30;1995;29;1019;35;33,3;11,3;12;64;1;17;15;4;1,17;17;19;-2;-0,18;0,44;GER;MF;30;1995;11,3;4;0;0;10;2;11;43;13;10;0;;;;;;;;;;;;;;;;;;;;;;;
Mert Kömür;Augsburg;2526;GER-Bundesliga;GER;MF,FW;20;2005;28;17;1464;16,3;2;4;6;2;0;0;1;0;0,12;0,25;0,37;0,12;0,37;GER;MF,FW;20;2005;16,3;2;41;16;39,0;2,52;0,98;0,05;0,13;0;0;GER;MF,FW;20;2005;28;1464;52;47,8;16,3;17;74;6;11;19;5;1,25;21;28;-7;-0,43;0,08;GER;MF,FW;20;2005;16,3;1;0;0;26;18;2;60;8;13;0;;;;;;;;;;;;;;;;;;;;;;;
Michael Gregoritsch;Augsburg;2526;GER-Bundesliga;AUT;FW;31;1994;17;11;913;10,1;6;2;8;5;1;1;2;0;0,59;0,2;0,79;0,49;0,69;AUT;FW;31;1994;10,1;6;29;10;34,5;2,86;0,99;0,21;0,6;1;1;AUT;FW;31;1994;17;913;54;29,8;10,1;11;73;2;6;19;1;1,35;19;14;5;0,49;1,37;AUT;FW;31;1994;10,1;2;0;0;5;18;4;6;5;4;0;;;;;;;;;;;;;;;;;;;;;;;
Nediljko Labrović;Augsburg;2526;GER-Bundesliga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CRO;GK;25;1999;0;;;;;0;;0;0;;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Noahkai Banks;Augsburg;2526;GER-Bundesliga;USA;DF;18;2006;23;20;1725;19,2;1;1;2;1;0;0;8;0;0,05;0,05;0,1;0,05;0,1;USA;DF;18;2006;19,2;1;9;5;55,6;0,47;0,26;0,11;0,2;0;0;USA;DF;18;2006;23;1725;75;56,4;19,2;20;83;14;3;21;9;1,09;22;31;-9;-0,47;0,0;USA;DF;18;2006;19,2;8;0;0;29;18;3;4;18;29;0;;;;;;;;;;;;;;;;;;;;;;;
Oliver Sorg;Augsburg;2526;GER-Bundesliga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AUT;DF;18;2007;0;;;;;0;;0;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Phillip Tietz;Augsburg;2526;GER-Bundesliga;GER;FW;28;1997;10;0;198;2,2;1;0;1;1;0;0;2;0;0,45;0,0;0,45;0,45;0,45;GER;FW;28;1997;2,2;1;6;3;50,0;2,73;1,36;0,17;0,33;0;0;GER;FW;28;1997;10;198;20;6,5;2,2;0;;0;10;20;4;0,5;3;2;1;0,45;0,99;GER;FW;28;1997;2,2;2;0;0;6;4;5;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;
Robin Fellhauer;Augsburg;2526;GER-Bundesliga;GER;MF;27;1998;34;31;2799;31,1;3;2;5;3;0;0;2;0;0,1;0,06;0,16;0,1;0,16;GER;MF;27;1998;31,1;3;30;9;30,0;0,96;0,29;0,1;0,33;0;0;GER;MF;27;1998;34;2799;82;91,5;31,1;31;85;19;3;56;0;1,26;38;56;-18;-0,58;-1,27;GER;MF;27;1998;31,1;2;0;0;25;33;6;92;22;43;0;;;;;;;;;;;;;;;;;;;;;;;
Rodrigo Ribeiro;Augsburg;2526;GER-Bundesliga;POR;FW;20;2005;14;6;636;7,1;2;0;2;2;0;0;1;0;0,28;0,0;0,28;0,28;0,28;POR;FW;20;2005;7,1;2;26;7;26,9;3,68;0,99;0,08;0,29;0;0;POR;FW;20;2005;14;636;45;20,8;7,1;6;71;0;8;26;3;1,5;6;13;-7;-0,99;-0,66;POR;FW;20;2005;7,1;1;0;0;10;3;9;3;4;3;0;;;;;;;;;;;;;;;;;;;;;;;
Samuel Essende;Augsburg;2526;GER-Bundesliga;COD;MF,FW;27;1998;14;2;414;4,6;1;0;1;1;0;0;2;0;0,22;0,0;0,22;0,22;0,22;COD;MF,FW;27;1998;4,6;1;17;4;23,5;3,7;0,87;0,06;0,25;0;0;COD;MF,FW;27;1998;14;414;30;13,5;4,6;2;90;2;12;20;3;1,21;5;10;-5;-1,09;-0,71;COD;MF,FW;27;1998;4,6;2;0;0;17;14;5;3;1;2;0;;;;;;;;;;;;;;;;;;;;;;;
Steve Mounié;Augsburg;2526;GER-Bundesliga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BEN;FW;30;1994;0;;;;;0;;0;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tim Schnitzer;Augsburg;2526;GER-Bundesliga;GER;MF;17;2008;1;0;6;0,1;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;GER;MF;17;2008;0,1;0;0;0;;0,0;0,0;;;0;0;GER;MF;17;2008;1;6;6;0,2;0,1;0;;0;1;6;1;0,0;0;1;-1;-15,0;-14,56;GER;MF;17;2008;0,1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Uchenna Ogundu;Augsburg;2526;GER-Bundesliga;NGA;FW;19;2006;5;0;47;0,5;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;NGA;FW;19;2006;0,5;0;3;0;0,0;5,74;0,0;0,0;;0;0;NGA;FW;19;2006;5;47;9;1,5;0,5;0;;0;5;9;5;1,4;3;1;2;3,83;4,37;NGA;FW;19;2006;0,5;0;0;0;1;1;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Yannik Keitel;Augsburg;2526;GER-Bundesliga;GER;MF,DF;25;2000;6;2;248;2,8;0;0;0;0;0;0;2;0;0,0;0,0;0,0;0,0;0,0;GER;MF,DF;25;2000;2,8;0;0;0;;0,0;0,0;;;0;0;GER;MF,DF;25;2000;6;248;41;8,1;2,8;2;58;0;4;33;4;2,17;8;6;2;0,73;1,3;GER;MF,DF;25;2000;2,8;2;0;0;3;2;0;0;2;4;0;;;;;;;;;;;;;;;;;;;;;;;
Aleksandar Pavlovic;Bayern Munich;2526;GER-Bundesliga;GER;MF;21;2004;24;16;1462;16,2;3;1;4;3;0;0;2;0;0,18;0,06;0,25;0,18;0,25;GER;MF;21;2004;16,2;3;10;5;50,0;0,62;0,31;0,3;0,6;0;0;GER;MF;21;2004;24;1462;61;47,8;16,2;16;79;8;8;26;8;2,46;56;26;30;1,85;-1,31;GER;MF;21;2004;16,2;2;0;0;19;10;0;15;13;15;0;;;;;;;;;;;;;;;;;;;;;;;
Alphonso Davies;Bayern Munich;2526;GER-Bundesliga;CAN;DF;24;2000;13;6;525;5,8;1;3;4;1;0;0;1;0;0,17;0,51;0,69;0,17;0,69;CAN;DF;24;2000;5,8;1;4;1;25,0;0,69;0,17;0,25;1,0;0;0;CAN;DF;24;2000;13;525;40;17,2;5,8;6;66;1;7;19;0;2,31;26;8;18;3,09;0,67;CAN;DF;24;2000;5,8;1;0;0;2;5;0;6;3;6;0;;;;;;;;;;;;;;;;;;;;;;;
Bara Sapoko Ndiaye;Bayern Munich;2526;GER-Bundesliga;SEN;MF;17;2007;4;2;143;1,6;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;SEN;MF;17;2007;1,6;0;0;0;;0,0;0,0;;;0;0;SEN;MF;17;2007;4;143;36;4,7;1,6;2;61;0;2;11;2;2,5;4;6;-2;-1,26;-3,97;SEN;MF;17;2007;1,6;0;0;0;1;3;0;1;2;5;0;;;;;;;;;;;;;;;;;;;;;;;
Bastian Assomo;Bayern Munich;2526;GER-Bundesliga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GER;DF;15;2010;0;;;;;0;;0;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cassiano Kiala;Bayern Munich;2526;GER-Bundesliga;GER;DF;16;2009;1;0;1;0,0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;GER;DF;16;2009;0,0;0;0;0;;0,0;0,0;;;0;0;GER;DF;16;2009;1;1;1;0,0;0,0;0;;0;1;1;8;3,0;1;0;1;90,0;87,5;GER;DF;16;2009;0,0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
David Daiber;Bayern Munich;2526;GER-Bundesliga;POR;FW;18;2007;2;0;29;0,3;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;POR;FW;18;2007;0,3;0;1;0;0,0;3,1;0,0;0,0;;0;0;POR;FW;18;2007;2;29;15;0,9;0,3;0;;0;2;15;6;3,0;2;1;1;3,1;0,58;POR;FW;18;2007;0,3;0;0;0;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Dayot Upamecano;Bayern Munich;2526;GER-Bundesliga;FRA;DF;26;1998;24;21;1794;19,9;1;1;2;1;0;0;4;0;0,05;0,05;0,1;0,05;0,1;FRA;DF;26;1998;19,9;1;8;2;25,0;0,4;0,1;0,13;0,5;0;0;FRA;DF;26;1998;24;1794;75;58,6;19,9;21;81;13;3;30;7;2,75;77;19;58;2,91;0,92;FRA;DF;26;1998;19,9;4;0;0;15;5;0;7;21;26;0;;;;;;;;;;;;;;;;;;;;;;;
Deniz Ofli;Bayern Munich;2526;GER-Bundesliga;TUR;DF;18;2007;1;0;6;0,1;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;TUR;DF;18;2007;0,1;0;0;0;;0,0;0,0;;;0;0;TUR;DF;18;2007;1;6;6;0,2;0,1;0;;0;1;6;4;3,0;0;1;-1;-15,0;-17,56;TUR;DF;18;2007;0,1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Erblin Osmani;Bayern Munich;2526;GER-Bundesliga;GER;MF;16;2009;1;0;4;0,0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;GER;MF;16;2009;0,0;0;0;0;;0,0;0,0;;;0;0;GER;MF;16;2009;1;4;4;0,1;0,0;0;;0;1;4;0;3,0;0;0;0;0,0;-2,53;GER;MF;16;2009;0,0;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;
Felipe Chávez;Bayern Munich;2526;GER-Bundesliga;PER;MF;18;2007;2;0;14;0,2;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;PER;MF;18;2007;0,2;0;1;0;0,0;6,43;0,0;0,0;;0;0;PER;MF;18;2007;2;14;7;0,5;0,2;0;;0;2;7;3;1,5;1;0;1;6,43;3,92;PER;MF;18;2007;0,2;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Filip Pavić;Bayern Munich;2526;GER-Bundesliga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CRO;MF;15;2010;0;;;;;0;;0;0;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guido Rovere;Bayern Munich;2526;GER-Bundesliga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITA;MF;18;2007;0;;;;;0;;0;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Harry Kane;Bayern Munich;2526;GER-Bundesliga;ENG;FW,MF;32;1993;31;25;2377;26,4;36;5;41;26;10;11;1;0;1,36;0,19;1,55;0,98;1,17;ENG;FW,MF;32;1993;26,4;36;119;67;56,3;4,51;2,54;0,3;0,54;10;11;ENG;FW,MF;32;1993;31;2377;77;77,7;26,4;25;86;17;6;38;1;2,58;98;26;72;2,73;0,88;ENG;FW,MF;32;1993;26,4;1;0;0;25;32;20;12;8;13;0;;;;;;;;;;;;;;;;;;;;;;;
Hiroki Ito;Bayern Munich;2526;GER-Bundesliga;JPN;DF;26;1999;16;10;920;10,2;1;2;3;1;0;0;0;0;0,1;0,2;0,29;0,1;0,29;JPN;DF;26;1999;10,2;1;10;3;30,0;0,98;0,29;0,1;0,33;0;0;JPN;DF;26;1999;16;920;58;30,1;10,2;10;80;3;6;20;5;2,56;32;14;18;1,76;-1,1;JPN;DF;26;1999;10,2;0;0;0;10;3;0;7;13;3;0;;;;;;;;;;;;;;;;;;;;;;;
Jamal Musiala;Bayern Munich;2526;GER-Bundesliga;GER;MF,FW;22;2003;15;7;683;7,6;3;4;7;2;1;1;1;0;0,4;0,53;0,92;0,26;0,79;GER;MF,FW;22;2003;7,6;3;30;9;30,0;3,95;1,19;0,1;0,33;1;1;GER;MF,FW;22;2003;15;683;46;22,3;7,6;7;69;1;8;25;0;2,53;31;10;21;2,77;0,31;GER;MF,FW;22;2003;7,6;1;0;0;5;18;0;4;3;5;0;;;;;;;;;;;;;;;;;;;;;;;
Jannis Bärtl;Bayern Munich;2526;GER-Bundesliga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GER;GK;19;2006;0;;;;;0;;0;0;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Javier Fernández;Bayern Munich;2526;GER-Bundesliga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESP;MF;18;2006;0;;;;;0;;0;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jonah Kusi-Asare;Bayern Munich;2526;GER-Bundesliga;SWE;FW;18;2007;1;0;5;0,1;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;SWE;FW;18;2007;0,1;0;0;0;;0,0;0,0;;;0;0;SWE;FW;18;2007;1;5;5;0,2;0,1;0;;0;1;5;1;3,0;0;0;0;0,0;-2,53;SWE;FW;18;2007;0,1;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Jonas Urbig;Bayern Munich;2526;GER-Bundesliga;GER;GK;21;2003;14;11;1111;12,3;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;GER;GK;21;2003;12,3;0;0;0;;0,0;0,0;;;0;0;GER;GK;21;2003;14;1111;79;36,3;12,3;11;90;11;3;40;17;2,64;40;15;25;2,03;-0,79;GER;GK;21;2003;12,3;0;0;0;0;2;0;0;0;0;0;GER;GK;21;2003;14;11;1111;12,3;15;1,22;47;32;68,1;9;1;1;6;54,5;2;1;0;1;0,0
Jonathan Tah;Bayern Munich;2526;GER-Bundesliga;GER;DF;29;1996;28;23;2018;22,4;2;1;3;2;0;0;7;0;0,09;0,04;0,13;0,09;0,13;GER;DF;29;1996;22,4;2;8;5;62,5;0,36;0,22;0,25;0,4;0;0;GER;DF;29;1996;28;2018;72;65,9;22,4;23;85;18;5;14;5;2,61;79;23;56;2,5;-0,09;GER;DF;29;1996;22,4;7;0;0;26;6;0;1;25;18;0;;;;;;;;;;;;;;;;;;;;;;;
Joshua Kimmich;Bayern Munich;2526;GER-Bundesliga;GER;MF;30;1995;29;24;2280;25,3;2;8;10;2;0;0;4;0;0,08;0,32;0,39;0,08;0,39;GER;MF;30;1995;25,3;2;28;10;35,7;1,11;0,39;0,07;0,2;0;0;GER;MF;30;1995;29;2280;79;74,5;25,3;24;88;19;5;36;1;2,55;89;25;64;2,53;-0,01;GER;MF;30;1995;25,3;4;0;0;8;21;0;126;24;26;0;;;;;;;;;;;;;;;;;;;;;;;
Josip Stanišić;Bayern Munich;2526;GER-Bundesliga;CRO;DF;25;2000;26;19;1857;20,6;2;3;5;2;0;0;1;0;0,1;0,15;0,24;0,1;0,24;CRO;DF;25;2000;20,6;2;7;4;57,1;0,34;0,19;0,29;0,5;0;0;CRO;DF;25;2000;26;1857;71;60,7;20,6;19;86;15;7;32;1;2,62;78;23;55;2,67;0,35;CRO;DF;25;2000;20,6;1;0;0;8;11;4;36;18;21;0;;;;;;;;;;;;;;;;;;;;;;;
Kim Min-jae;Bayern Munich;2526;GER-Bundesliga;KOR;DF;28;1996;25;19;1602;17,8;1;1;2;1;0;0;1;0;0,06;0,06;0,11;0,06;0,11;KOR;DF;28;1996;17,8;1;5;3;60,0;0,28;0,17;0,2;0,33;0;0;KOR;DF;28;1996;25;1602;64;52,4;17,8;19;82;11;6;8;5;2,56;57;21;36;2,02;-1,06;KOR;DF;28;1996;17,8;1;0;0;9;3;0;1;38;19;0;;;;;;;;;;;;;;;;;;;;;;;
Konrad Laimer;Bayern Munich;2526;GER-Bundesliga;AUT;DF;28;1997;29;22;1994;22,2;3;9;12;3;0;0;9;0;0,14;0,41;0,54;0,14;0,54;AUT;DF;28;1997;22,2;3;17;8;47,1;0,77;0,36;0,18;0,38;0;0;AUT;DF;28;1997;29;1994;69;65,2;22,2;22;80;12;7;34;0;2,72;86;20;66;2,98;1,29;AUT;DF;28;1997;22,2;9;0;0;29;9;4;38;17;25;0;;;;;;;;;;;;;;;;;;;;;;;
Lennart Karl;Bayern Munich;2526;GER-Bundesliga;GER;MF;17;2008;26;16;1281;14,2;5;5;10;5;0;0;1;0;0,35;0,35;0,7;0,35;0,7;GER;MF;17;2008;14,2;5;42;21;50,0;2,95;1,48;0,12;0,24;0;0;GER;MF;17;2008;26;1281;49;41,9;14,2;16;67;4;10;21;4;2,58;50;14;36;2,53;0,0;GER;MF;17;2008;14,2;1;0;0;5;11;4;29;11;15;0;;;;;;;;;;;;;;;;;;;;;;;
Leon Goretzka;Bayern Munich;2526;GER-Bundesliga;GER;MF;30;1995;31;25;1947;21,6;5;3;8;5;0;0;4;0;0,23;0,14;0,37;0,23;0,37;GER;MF;30;1995;21,6;5;35;11;31,4;1,62;0,51;0,14;0,45;0;0;GER;MF;30;1995;31;1947;63;63,6;21,6;25;74;10;6;18;3;2,65;72;20;52;2,4;-0,35;GER;MF;30;1995;21,6;4;0;0;15;16;2;7;26;19;0;;;;;;;;;;;;;;;;;;;;;;;
Leon Klanac;Bayern Munich;2526;GER-Bundesliga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GER;GK;18;2007;0;;;;;0;;0;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leonard Prescott;Bayern Munich;2526;GER-Bundesliga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GER;GK;15;2009;0;;;;;0;;0;0;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Luis Díaz;Bayern Munich;2526;GER-Bundesliga;COL;MF;28;1997;32;27;2447;27,2;15;14;29;15;0;0;7;1;0,55;0,51;1,07;0,55;1,07;COL;MF;28;1997;27,2;15;88;37;42,0;3,24;1,36;0,17;0,41;0;0;COL;MF;28;1997;32;2447;76;80,0;27,2;27;84;19;5;37;0;2,66;98;29;69;2,54;0,04;COL;MF;28;1997;27,2;7;1;1;35;38;26;45;17;13;0;;;;;;;;;;;;;;;;;;;;;;;
Manuel Neuer;Bayern Munich;2526;GER-Bundesliga;GER;GK;39;1986;22;22;1859;20,7;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;GER;GK;39;1986;20,7;0;0;0;;0,0;0,0;;;0;0;GER;GK;39;1986;22;1859;85;60,8;20,7;22;85;19;0;;7;2,73;81;20;61;2,95;1,08;GER;GK;39;1986;20,7;0;0;0;0;2;0;0;0;0;0;GER;GK;39;1986;22;22;1859;20,7;20;0,97;51;31;60,8;19;3;0;7;31,8;1;1;0;0;0,0
Maycon Cardozo;Bayern Munich;2526;GER-Bundesliga;BRA;MF;16;2008;2;0;34;0,4;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;BRA;MF;16;2008;0,4;0;0;0;;0,0;0,0;;;0;0;BRA;MF;16;2008;2;34;17;1,1;0,4;0;;0;2;17;2;3,0;1;1;0;0,0;-2,56;BRA;MF;16;2008;0,4;0;0;0;0;2;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
Michael Olise;Bayern Munich;2526;GER-Bundesliga;FRA;MF;23;2001;32;23;2316;25,7;15;19;34;15;0;0;8;0;0,58;0,74;1,32;0,58;1,32;FRA;MF;23;2001;25,7;15;102;50;49,0;3,96;1,94;0,15;0,3;0;0;FRA;MF;23;2001;32;2316;72;75,7;25,7;23;86;14;9;38;1;2,59;94;25;69;2,68;0,62;FRA;MF;23;2001;25,7;8;0;0;32;58;7;146;14;11;0;;;;;;;;;;;;;;;;;;;;;;;
Nicolas Jackson;Bayern Munich;2526;GER-Bundesliga;SEN;FW;24;2001;23;12;1007;11,2;8;1;9;8;0;0;2;1;0,71;0,09;0,8;0,71;0,8;SEN;FW;24;2001;11,2;8;38;21;55,3;3,4;1,88;0,21;0,38;0;0;SEN;FW;24;2001;23;1007;44;32,9;11,2;12;71;5;11;15;3;2,52;37;11;26;2,32;-0,31;SEN;FW;24;2001;11,2;2;1;0;15;10;8;7;4;4;0;;;;;;;;;;;;;;;;;;;;;;;
Raphaël Guerreiro;Bayern Munich;2526;GER-Bundesliga;POR;MF;31;1993;18;8;784;8,7;5;2;7;5;0;0;0;0;0,57;0,23;0,8;0,57;0,8;POR;MF;31;1993;8,7;5;12;5;41,7;1,38;0,57;0,42;1,0;0;0;POR;MF;31;1993;18;784;44;25,6;8,7;8;69;1;10;24;11;3,0;31;7;24;2,76;0,3;POR;MF;31;1993;8,7;0;0;0;3;2;1;5;1;7;0;;;;;;;;;;;;;;;;;;;;;;;
Sacha Boey;Bayern Munich;2526;GER-Bundesliga;FRA;DF;24;2000;9;5;463;5,1;0;0;0;0;0;0;1;0;0,0;0,0;0,0;0,0;0,0;FRA;DF;24;2000;5,1;0;6;0;0,0;1,17;0,0;0,0;;0;0;FRA;DF;24;2000;9;463;51;15,1;5,1;5;78;1;4;18;4;3,0;14;3;11;2,14;-0,46;FRA;DF;24;2000;5,1;1;0;0;10;8;0;6;7;4;0;;;;;;;;;;;;;;;;;;;;;;;
Serge Gnabry;Bayern Munich;2526;GER-Bundesliga;GER;MF;30;1995;21;16;1219;13,5;8;6;14;8;0;0;1;0;0,59;0,44;1,03;0,59;1,03;GER;MF;30;1995;13,5;8;50;17;34,0;3,69;1,26;0,16;0,47;0;0;GER;MF;30;1995;21;1219;58;39,8;13,5;16;68;1;5;26;4;2,71;48;14;34;2,51;-0,03;GER;MF;30;1995;13,5;1;0;0;9;6;6;21;4;10;0;;;;;;;;;;;;;;;;;;;;;;;
Sven Ulreich;Bayern Munich;2526;GER-Bundesliga;GER;GK;36;1988;1;1;90;1,0;0;0;0;0;0;0;1;0;0,0;0,0;0,0;0,0;0,0;GER;GK;36;1988;1,0;0;0;0;;0,0;0,0;;;0;0;GER;GK;36;1988;1;90;90;2,9;1,0;1;90;1;0;;11;1,0;1;1;0;0,0;-2,61;GER;GK;36;1988;1,0;1;0;0;0;1;0;0;0;0;0;GER;GK;36;1988;1;1;90;1,0;1;1,0;7;6;85,7;0;1;0;0;0,0;0;0;0;0;
Tom Bischof;Bayern Munich;2526;GER-Bundesliga;GER;DF,MF;20;2005;26;14;1302;14,5;3;3;6;3;0;0;2;0;0,21;0,21;0,41;0,21;0,41;GER;DF,MF;20;2005;14,5;3;30;9;30,0;2,07;0,62;0,1;0,33;0;0;GER;DF,MF;20;2005;26;1302;50;42,5;14,5;14;83;10;12;11;3;2,65;53;13;40;2,76;0,41;GER;DF,MF;20;2005;14,5;2;0;0;15;9;1;26;15;18;0;;;;;;;;;;;;;;;;;;;;;;;
Wisdom Mike;Bayern Munich;2526;GER-Bundesliga;GER;FW;16;2008;4;0;30;0,3;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;GER;FW;16;2008;0,3;0;2;1;50,0;6,0;3,0;0,0;0,0;0;0;GER;FW;16;2008;4;30;8;1,0;0,3;0;;0;4;8;9;3,0;4;0;4;12,0;9,56;GER;FW;16;2008;0,3;0;0;0;0;0;0;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;
Aaron Anselmino;Dortmund;2526;GER-Bundesliga;ARG;DF;20;2005;6;4;368;4,1;1;0;1;1;0;0;0;0;0,24;0,0;0,24;0,24;0,24;ARG;DF;20;2005;4,1;1;1;1;100,0;0,24;0,24;1,0;1,0;0;0;ARG;DF;20;2005;6;368;61;12,0;4,1;4;86;3;2;12;2;2,67;8;2;6;1,47;0,46;ARG;DF;20;2005;4,1;0;0;0;6;3;0;2;7;8;0;;;;;;;;;;;;;;;;;;;;;;;
Alexander Meyer;Dortmund;2526;GER-Bundesliga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GER;GK;34;1991;0;;;;;0;;0;0;;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
